Solution,Power,Latency,Cost
0,65.76579497786767,43224.40566711034,154.62790631698766
1,71.32485452137196,232.7615607252748,195.12773110762757
2,62.332728812871,138.27466763390632,206.7426609401675
3,53.14203932328512,46716.01065105677,161.38118451395644
4,161.2777962318818,214.75713480585227,181.809128540359
5,68.27606522807118,6869.098582085181,186.4142594068613
6,82.06506492321805,159.33174721111956,191.41064569117415
7,207.05429453124685,147.29715438476916,199.17677159797344
8,60.9897430291341,30071.32168753624,195.9172464596447
9,154.7335369574177,142.33364308032594,200.01453697015918
10,59.093515858909065,49262.47913920742,158.1097352680975
11,104.7116074110431,129.0147847926039,203.11818776776047
12,149.08555384840852,155.6996734416667,184.1550222123096
13,52.616299786599484,33930.65734681325,164.28460165522424
14,68.00210985424596,64428.30682342075,138.97412909115684
