Task,Model,ER-MEAN,ER-CV,GD-MEAN,GD-CV,IGD-MEAN,IGD-CV,STE-MEAN,STE-CV,HV-MEAN,HV-CV,HAR-MEAN,HAR-CV
50,NSGA-II,0.2049107142857143,0.1423476795112822,1.46159132098324,0.5058435395485888,7600.346849061587,5.569913033942653e-05,0.1300884625898399,1.090244647920451,62235513008.17953,0.038453302707657,0.6477301695212374,0.038453302707657
50,NSGA-III,0.1080357142857142,0.3446389993717859,4.341087044261245,0.3607598601212151,7600.184535215876,7.908239613616238e-05,0.3414346072240679,0.9140651295789732,59355186641.69914,0.043687539243413,0.617752521785103,0.043687539243413
50,NSGAII_SDE,0.1357142857142857,0.5087955605522448,2.012618517705964,0.909928365969277,7600.14171236292,9.318288016520852e-05,0.2917416007565833,0.9287891059933072,64178427905.68211,0.0201116811839257,0.6679514954988879,0.0201116811839257
50,MO-PSO-RI,0.0647321428571428,0.1610016211024655,134.5362636383339,0.4999388722742404,6008.013527498342,0.0941186151058443,630.76811328256,1.0966143757303193,67233645777.49142,0.0637608937026675,0.6997493661096958,0.0637608937026675
50,MO_ILCO,0.0406249999999999,0.5141401127599818,166.85472420231005,1.0994328381486362,5002.148245834193,0.351097290893112,25748.473952848344,1.1730562071595936,68140882537.83238,0.115653043424905,0.709191637767267,0.115653043424905
50,MO-ALO,0.1874999999999999,0.0611677741841196,666.4785695904122,0.5948468365961554,644.8460086213261,0.3489590525472877,526.6947540865044,0.5360450726716334,92968439396.4484,0.005576257619125,0.9675900478633794,0.005576257619125
50,MO-SSA,0.1691964285714285,0.1461703322898632,1861.0838958268,1.8129147906926435,2122.204101920178,0.6145398211444267,2395.4934395217324,1.9706093496399448,92904761367.66975,0.0125773978296417,0.9669273043849068,0.0125773978296417
50,NS-SSA,0.2178571428571428,0.0238973438313332,541.3528813609053,2.2921196687208067,3433.661064438603,0.5325636586761576,1501.583220219049,1.327062748791913,90398085461.6638,0.0150923561730335,0.9408385082771502,0.0150923561730335
50,Improved-NSGA-III,0.1705357142857143,0.2421430592638152,4.058213230434868,0.4333903587137281,7580.429342908254,0.0050962450346244,0.2465783012294059,0.8515295117049894,59369056742.89071,0.0348537853911888,0.6178968779984905,0.0348537853911888
100,NSGA-II,0.1165829145728643,0.4110903109505642,4.943302565137928,0.3432057698037765,29730.121460559887,2.1020165089187718e-05,0.2729633119491674,0.5268187973336731,701800136822.446,0.0330501408916774,0.5495952042539026,0.0330501408916774
