Solution,Power,Latency,Cost
0,2381.608697355563,617.2318737298107,1678.401482506529
1,2381.608697355563,617.2318737298107,1678.401482506529
2,2433.828787215157,605.668756804286,1682.0001820537732
3,2333.912515043979,708.6267636678558,1685.2066069321802
4,2533.053408337397,592.0266834732605,1708.4551324722067
5,2342.3173807226876,628.4119583215743,1684.9519004104832
6,2366.323969563775,605.9962637272781,1691.8979722382492
7,2306.747274888521,658.2719078897553,1697.3192145476094
8,2335.4429963430416,626.2820327699131,1708.5367008766043
9,2255.7705431181566,636.2809268461097,1703.4044094664807
10,2521.9197266226356,596.9407475435487,1712.3125486313063
11,2370.6327994807702,602.4139090662728,1696.0231503058621
12,2445.870524539645,598.1661494267543,1695.6271855246002
13,2401.263965862555,608.2835411467164,1687.828103709156
14,2344.750735226854,672.8556075862945,1670.6841231769804
15,2412.3077026610817,598.1327769099429,1719.4011123679786
16,2313.99019766722,612.8170360205205,1725.4383253090648
17,2394.315657753384,617.0306255723426,1690.991345908355
18,2360.6542734017708,625.4156299782979,1698.467178921076
19,2262.5939052566478,710.08195031426,1693.3223268813074
20,2354.9572603441725,622.7420495785717,1700.1417246967615
21,2317.0763188275214,650.7732241957408,1701.3003579416945
