Epoch,FrontSize,Time
1,28,2.969057321548462
2,31,2.5121681690216064
3,29,2.1234734058380127
4,26,2.3479056358337402
5,23,2.2988367080688477
6,27,2.3339030742645264
7,20,2.5009288787841797
8,25,2.2659494876861572
9,28,2.116518974304199
10,22,1.9583487510681152
11,18,2.2557835578918457
12,30,2.1637370586395264
13,21,2.150144338607788
14,27,2.0571248531341553
15,16,2.3750228881835938
16,28,2.343341112136841
17,21,2.355438470840454
18,30,2.4625909328460693
19,33,2.6811113357543945
20,21,2.167262077331543
21,23,2.518362283706665
22,22,2.3822309970855713
23,15,2.4825282096862793
24,23,2.4919304847717285
25,16,2.4241955280303955
26,20,2.184089422225952
27,31,2.1774115562438965
28,18,2.2949023246765137
29,13,2.3050434589385986
30,24,2.4586286544799805
31,24,2.4491970539093018
32,21,2.488069772720337
33,27,2.152891159057617
34,15,2.3964600563049316
35,17,2.163757801055908
36,16,2.1585865020751953
37,23,2.111926794052124
38,18,2.1890244483947754
39,20,2.1190006732940674
40,17,2.362210512161255
41,16,2.1932947635650635
42,21,2.195066213607788
43,23,2.108048915863037
44,20,2.2883546352386475
45,13,2.4020612239837646
46,15,2.116666316986084
47,18,2.0573606491088867
48,13,2.0367836952209473
49,22,2.143113374710083
50,18,2.1839475631713867
51,16,2.267422914505005
52,18,2.1705784797668457
53,23,2.2743263244628906
54,22,2.264606237411499
55,24,2.2409698963165283
56,22,2.3323450088500977
57,21,2.300490379333496
58,26,2.1332201957702637
59,21,2.31890869140625
60,21,2.282839059829712
61,26,2.2849528789520264
62,29,2.3069770336151123
63,28,2.5138909816741943
64,26,2.4390757083892822
65,15,2.1225545406341553
66,16,2.2366044521331787
67,23,2.2560534477233887
68,19,2.253544569015503
69,26,2.431209087371826
70,24,2.4848406314849854
71,23,2.2205076217651367
72,12,2.4321343898773193
73,12,2.289994478225708
74,14,2.3514974117279053
75,24,2.2920830249786377
76,20,2.403134346008301
77,21,2.126800775527954
78,14,2.230095624923706
79,20,2.1542835235595703
80,17,2.088721752166748
81,30,2.3950886726379395
82,32,2.298081636428833
83,20,2.4661436080932617
84,25,2.434656858444214
85,12,2.2653090953826904
86,6,2.1118667125701904
87,14,2.213829755783081
88,19,2.4189183712005615
89,19,2.5258641242980957
90,15,2.3348381519317627
91,21,2.133051872253418
92,20,2.2813098430633545
93,18,2.0275444984436035
94,9,2.3116607666015625
95,13,2.3039190769195557
96,25,2.135606288909912
97,18,2.40803599357605
98,11,2.2692203521728516
99,17,2.2536492347717285
100,21,2.353459596633911
101,15,2.2568373680114746
102,32,2.1246609687805176
103,27,2.157733917236328
104,26,2.3798038959503174
105,20,2.358466148376465
106,34,2.305375337600708
107,29,2.2437217235565186
108,27,2.010697603225708
109,9,2.250865936279297
110,12,2.3694281578063965
111,15,2.163475513458252
112,13,2.127338409423828
113,17,2.350773811340332
114,30,2.058946371078491
115,24,2.3015570640563965
116,20,2.162931442260742
117,21,2.274953842163086
118,25,2.1139755249023438
119,21,2.3636505603790283
120,20,2.193932294845581
121,24,2.3020179271698
122,23,2.36130428314209
123,15,2.3637542724609375
124,9,2.036141872406006
125,12,2.5940651893615723
126,13,1.9513702392578125
127,14,2.3138768672943115
128,19,2.237910747528076
129,18,2.4971680641174316
130,25,2.3666391372680664
131,25,2.2661073207855225
132,19,2.1276965141296387
133,22,2.33670973777771
134,27,2.284804582595825
135,22,2.4080753326416016
136,24,2.0582613945007324
137,29,2.1090872287750244
138,30,2.4555273056030273
139,28,2.3609859943389893
140,24,2.2465007305145264
141,37,2.3451640605926514
142,32,2.3217275142669678
143,25,2.333303213119507
144,26,2.422715902328491
145,25,2.2084860801696777
146,35,2.3220605850219727
147,30,2.0952537059783936
148,20,2.511110544204712
149,35,2.506394386291504
150,37,2.372591257095337
151,32,2.2972965240478516
152,37,2.8114066123962402
153,29,2.133429527282715
154,39,2.4335081577301025
155,42,2.30318021774292
156,42,2.431274175643921
157,36,2.142110824584961
158,31,2.4145469665527344
159,26,2.098881244659424
160,24,2.391185998916626
161,31,2.459836006164551
162,29,2.6913013458251953
163,25,2.220082998275757
164,22,2.4221935272216797
165,27,2.2851028442382812
166,31,2.379503011703491
167,33,2.311886787414551
168,16,2.5792529582977295
169,19,2.328666925430298
170,22,2.3973240852355957
171,28,2.3818721771240234
172,33,2.3505568504333496
173,33,2.498357057571411
174,18,2.5540499687194824
175,15,2.4234132766723633
176,23,2.389827013015747
177,32,2.5581002235412598
178,23,2.4716665744781494
179,15,2.4738588333129883
180,22,2.39298415184021
181,17,2.6495983600616455
182,18,2.1744561195373535
183,17,2.3752572536468506
184,17,2.623302936553955
185,16,2.514758348464966
186,14,2.700800895690918
187,18,2.4274914264678955
188,25,2.3204779624938965
189,21,2.4245030879974365
190,33,2.4317626953125
191,39,2.4486746788024902
192,44,2.638822078704834
193,24,2.4486217498779297
194,29,2.5396041870117188
195,18,2.4226584434509277
196,20,2.589686632156372
197,22,2.5485074520111084
198,30,2.557425022125244
199,28,2.72544264793396
200,29,2.4792370796203613
201,30,2.423189401626587
202,27,2.366884231567383
203,33,2.330150842666626
204,20,2.6147236824035645
205,22,2.59171724319458
206,18,2.8075311183929443
207,19,2.726480722427368
208,20,2.397721767425537
209,22,2.5472495555877686
210,12,2.4311375617980957
211,23,2.5397794246673584
212,28,2.3944499492645264
213,6,2.3843882083892822
214,19,2.349090337753296
214,19,500.60021924972534
