Solution,Power,Latency,Cost
0,481.11610024154754,887132.2972130114,818.1958884745969
1,762.8020536312713,146576.9413575923,811.4488903624646
2,625.5531023462847,399004.7841732137,822.180015260992
3,676.2851620013721,284046.25980047305,819.8146637460133
4,617.794609717804,238752.2572733846,823.5303507870536
5,714.700002340026,163193.2122760415,840.6112520965404
6,682.5354590451097,219341.40479694953,818.0667252187558
7,687.5707948227948,197834.07855232054,812.8482069081274
8,628.3042520891295,171214.84287353457,825.371813098563
9,848.2048289538927,141862.38305332995,855.0840369566951
10,1430.211343413134,651.6002056577906,1063.4156461043947
11,738.7779531355809,153613.44655744082,858.7064069333945
