epoch,fitness
0,2187255.0403303755
1,607.1130281093973
2,411.559557285608
3,407.93477657645394
4,407.93477657645394
5,407.93477657645394
6,407.5311052987607
7,407.5311052987607
8,407.5311052987607
9,407.5311052987607
10,407.5311052987607
11,407.5311052987607
12,407.5311052987607
13,407.5311052987607
14,406.959845773702
15,406.959845773702
16,406.959845773702
17,406.959845773702
18,406.959845773702
19,406.959845773702
20,406.959845773702
21,406.959845773702
22,406.959845773702
23,406.959845773702
24,406.959845773702
25,406.959845773702
26,406.959845773702
27,406.95314014873475
28,406.95314014873475
29,406.95314014873475
30,406.95314014873475
31,406.95314014873475
32,406.95314014873475
33,406.95314014873475
34,406.95314014873475
35,406.91354746666724
36,406.91354746666724
37,406.91354746666724
38,406.91354746666724
39,406.91354746666724
40,406.91354746666724
41,406.91354746666724
42,406.91354746666724
43,406.91354746666724
44,406.91354746666724
45,406.91354746666724
46,406.91354746666724
47,406.91354746666724
48,406.6835636424639
49,406.6835636424639
50,406.6835636424639
51,406.6835636424639
52,406.6835636424639
53,406.6835636424639
54,406.6835636424639
55,406.6835636424639
56,406.6835636424639
57,406.6835636424639
58,406.6835636424639
59,406.6835636424639
60,406.6195036315219
61,406.6195036315219
62,406.6195036315219
63,406.6195036315219
64,406.6195036315219
65,406.6195036315219
66,406.6195036315219
67,406.6195036315219
68,406.6195036315219
69,406.6195036315219
70,406.6195036315219
71,406.6195036315219
72,406.6195036315219
73,406.6195036315219
74,406.6195036315219
75,406.6195036315219
76,406.6195036315219
77,406.6195036315219
