Epoch,FrontSize,ArchiveSize,Time
1,71,21,3.3376145362854004
2,74,24,3.98730206489563
3,84,34,3.91211199760437
4,87,37,4.856122016906738
5,90,40,5.035078525543213
6,94,44,4.246968984603882
7,100,50,4.971678256988525
8,100,50,3.9747586250305176
9,100,50,3.7600173950195312
10,100,50,4.862578392028809
11,100,50,4.149065017700195
12,100,50,3.71661114692688
13,100,50,3.463209629058838
14,100,50,3.7455668449401855
15,100,50,3.9741547107696533
16,100,50,4.0953686237335205
17,100,50,3.77530574798584
18,100,50,4.3086419105529785
19,100,50,3.698298931121826
20,100,50,3.8637075424194336
21,99,49,3.9347379207611084
22,100,50,3.9960622787475586
23,100,50,4.160807847976685
24,100,50,3.700977087020874
25,100,50,3.546804189682007
26,100,50,3.8307933807373047
27,100,50,3.467233657836914
28,100,50,4.020070552825928
29,100,50,3.5908608436584473
30,100,50,3.2872116565704346
31,100,50,3.445482015609741
32,100,50,3.5313804149627686
33,100,50,3.587254047393799
34,100,50,2.9741857051849365
35,100,50,3.4384713172912598
36,100,50,3.721421003341675
37,100,50,3.2782976627349854
38,100,50,3.801412582397461
39,100,50,2.945256233215332
40,100,50,3.75466251373291
41,100,50,3.074782371520996
42,100,50,4.07451057434082
43,100,50,3.846346378326416
44,100,50,3.2951126098632812
45,100,50,3.783541202545166
46,99,49,4.016417026519775
47,100,50,3.815117359161377
48,100,50,3.5070135593414307
49,100,50,3.3275258541107178
50,100,50,3.4326164722442627
51,100,50,3.8078925609588623
52,100,50,3.886767625808716
53,100,50,4.048271417617798
54,100,50,3.5162861347198486
55,100,50,4.377675771713257
56,100,50,3.9567408561706543
57,100,50,3.7507195472717285
58,100,50,3.685349464416504
59,100,50,3.534055233001709
60,100,50,4.905492782592773
61,100,50,3.406520128250122
62,100,50,3.602106809616089
63,100,50,3.648392677307129
64,100,50,3.079371213912964
65,100,50,3.8069353103637695
66,100,50,3.7938530445098877
67,100,50,3.6387596130371094
68,100,50,3.3394815921783447
69,100,50,3.7424418926239014
70,100,50,4.078200340270996
71,100,50,3.856635808944702
72,100,50,4.331207513809204
73,100,50,3.068578004837036
74,100,50,3.886399269104004
75,100,50,3.837193012237549
76,100,50,4.032101392745972
77,100,50,4.686359643936157
78,100,50,4.403274059295654
79,100,50,4.151612043380737
80,100,50,3.2734804153442383
81,100,50,3.3700733184814453
82,100,50,3.8184597492218018
83,100,50,3.1579151153564453
84,100,50,3.1672232151031494
85,100,50,3.434983253479004
86,100,50,4.1240010261535645
87,100,50,3.419874906539917
88,100,50,3.9012553691864014
89,100,50,3.7793121337890625
90,100,50,2.891541004180908
91,100,50,3.1712465286254883
92,100,50,3.4310619831085205
93,100,50,4.3372344970703125
94,100,50,3.771458864212036
95,100,50,3.5643579959869385
96,100,50,4.038416385650635
97,100,50,3.296295642852783
98,100,50,3.1916117668151855
99,100,50,3.6765756607055664
100,100,50,3.815399408340454
101,100,50,3.145141124725342
102,100,50,4.2107343673706055
103,100,50,3.9923932552337646
104,100,50,3.9240708351135254
105,100,50,3.712526559829712
106,100,50,3.6000962257385254
107,100,50,3.649526834487915
108,100,50,3.515617847442627
109,96,46,3.2692136764526367
110,97,47,3.1718552112579346
111,99,49,3.9652814865112305
112,100,50,3.1468491554260254
113,100,50,4.179932117462158
114,100,50,4.970204830169678
115,100,50,4.573857069015503
116,96,46,4.1146910190582275
117,99,49,4.386984348297119
118,100,50,3.790949583053589
119,100,50,4.352945566177368
120,100,50,4.628878116607666
121,99,49,3.587496757507324
122,100,50,3.800400495529175
123,100,50,4.084627866744995
124,100,50,3.7286300659179688
125,100,50,3.263927459716797
126,100,50,3.854961633682251
127,100,50,3.234741687774658
128,100,50,4.236279249191284
129,100,50,4.218411922454834
130,100,50,4.458424091339111
131,100,50,2.9854085445404053
132,100,50,3.348102331161499
133,100,50,3.391611099243164
134,100,50,4.355532169342041
135,100,50,3.999173641204834
136,100,50,4.880062103271484
137,100,50,4.393960952758789
138,100,50,4.60577130317688
139,100,50,3.842270612716675
140,100,50,4.464971542358398
141,100,50,4.1200783252716064
142,100,50,3.242990255355835
143,100,50,3.7681350708007812
144,100,50,4.470314979553223
145,100,50,4.163848876953125
146,97,47,4.200861930847168
147,99,49,4.393694639205933
148,91,41,3.5681259632110596
149,94,44,3.1687891483306885
150,97,47,3.3266632556915283
151,98,48,3.835263252258301
152,100,50,4.0470147132873535
153,100,50,4.655729532241821
154,100,50,3.3584508895874023
155,100,50,4.551697492599487
156,100,50,4.217928409576416
157,100,50,4.1548120975494385
158,100,50,4.045648574829102
159,100,50,4.06755518913269
160,100,50,3.4410786628723145
161,100,50,3.6491870880126953
162,100,50,3.196789026260376
163,100,50,3.3748295307159424
164,100,50,3.5744752883911133
165,100,50,4.0989439487457275
166,100,50,4.269859313964844
167,100,50,4.16048002243042
168,100,50,4.091504335403442
169,100,50,3.4410855770111084
170,100,50,3.5148985385894775
171,100,50,3.335024118423462
172,100,50,3.491572380065918
173,100,50,3.3791799545288086
174,99,49,4.226717948913574
175,98,48,3.1941895484924316
176,97,47,3.2237257957458496
177,100,50,4.02775239944458
178,100,50,3.8936100006103516
179,100,50,4.28094220161438
180,100,50,4.497442245483398
181,100,50,4.011689901351929
182,100,50,3.4421589374542236
183,100,50,3.643690586090088
184,100,50,3.728100299835205
185,100,50,3.2053279876708984
186,100,50,3.7364838123321533
187,100,50,3.3816823959350586
188,100,50,4.063690662384033
189,100,50,3.8989527225494385
190,100,50,3.4293923377990723
191,100,50,3.8422176837921143
192,99,49,4.063006162643433
193,100,50,3.1852340698242188
194,100,50,4.246559143066406
195,100,50,3.413566827774048
196,99,49,3.7520933151245117
197,100,50,3.4179139137268066
197,100,50,752.2622489929199
