Epoch,FrontSize,ArchiveSize,Time
1,79,29,8.150315046310425
2,84,34,10.513513803482056
3,88,38,10.356720447540283
4,88,38,13.069959878921509
5,96,46,9.504822731018066
6,100,50,9.013310670852661
7,100,50,11.128190994262695
8,100,50,11.141018629074097
9,100,50,12.039971590042114
10,97,47,9.119523286819458
11,100,50,10.609155654907227
12,100,50,9.803979873657227
13,100,50,12.52153754234314
14,100,50,11.246070384979248
15,100,50,8.946470975875854
16,100,50,11.582082271575928
17,100,50,9.83500361442566
18,100,50,10.130449771881104
19,100,50,11.052137613296509
20,100,50,11.387556314468384
21,100,50,8.989135503768921
22,100,50,10.495184659957886
23,100,50,9.079309225082397
24,100,50,9.477033615112305
25,100,50,10.617164373397827
26,100,50,10.311105966567993
27,100,50,9.596802711486816
28,100,50,9.701598882675171
29,100,50,10.243855714797974
30,100,50,9.45448637008667
31,100,50,8.949928760528564
32,100,50,10.812009572982788
33,100,50,8.920433282852173
34,100,50,11.007996082305908
35,100,50,10.436790466308594
36,100,50,9.772016048431396
37,62,12,9.21825909614563
38,64,14,11.236375331878662
39,67,17,11.374653816223145
40,70,20,11.478049039840698
41,77,27,10.30199646949768
42,79,29,12.12078595161438
43,75,25,10.259587287902832
44,76,26,11.66046404838562
45,80,30,10.790355920791626
46,85,35,9.988142251968384
47,89,39,12.244911909103394
48,90,40,10.074125051498413
49,96,46,11.718893766403198
50,100,50,13.338762283325195
51,100,50,13.241167545318604
52,100,50,9.024152040481567
53,100,50,9.615651607513428
54,96,46,8.821938753128052
55,100,50,7.963837146759033
56,99,49,10.0284903049469
57,100,50,12.005974292755127
58,100,50,10.926314353942871
59,98,48,11.430021047592163
60,100,50,12.731234312057495
61,100,50,14.28557014465332
62,100,50,10.765935182571411
63,100,50,12.204886198043823
64,100,50,8.828867673873901
65,97,47,12.188905000686646
66,100,50,10.18936038017273
67,100,50,11.084083080291748
68,100,50,13.884857416152954
69,100,50,13.507714748382568
70,100,50,9.635023832321167
71,100,50,10.424287796020508
72,100,50,10.591980218887329
73,100,50,9.87276554107666
74,100,50,10.65414047241211
75,98,48,12.837140560150146
76,100,50,12.548587083816528
77,100,50,14.086568593978882
78,100,50,10.648299217224121
79,100,50,11.398928880691528
80,100,50,14.652175664901733
81,100,50,12.8629150390625
82,100,50,14.361786127090454
83,100,50,12.437917232513428
84,100,50,8.843022346496582
85,100,50,10.658186197280884
86,100,50,10.371997833251953
87,100,50,11.052971839904785
88,100,50,10.698162317276001
89,100,50,11.493189096450806
90,99,49,12.955508947372437
91,99,49,12.691099882125854
92,100,50,10.577643394470215
93,100,50,10.521313428878784
94,100,50,11.230260848999023
95,100,50,11.876917600631714
96,100,50,10.149739027023315
97,100,50,10.879079341888428
98,100,50,12.10502004623413
99,99,49,13.011964559555054
100,99,49,11.792327165603638
101,99,49,11.152986526489258
102,100,50,11.26682448387146
103,80,30,9.53958249092102
104,80,30,10.543710947036743
105,81,31,11.771430015563965
106,84,34,8.50426697731018
107,83,33,10.978325366973877
108,83,33,11.67076301574707
109,85,35,10.39137578010559
110,85,35,11.620351314544678
111,85,35,10.297780275344849
112,85,35,9.523984432220459
113,86,36,10.257081031799316
114,89,39,9.343936920166016
115,91,41,10.579139709472656
116,90,40,9.750055074691772
117,91,41,10.843170404434204
118,91,41,12.772642135620117
119,93,43,9.978825330734253
120,93,43,13.52271294593811
121,93,43,12.096630811691284
122,95,45,16.160428047180176
123,95,45,16.063173055648804
124,96,46,11.687505960464478
125,94,44,9.649964809417725
126,94,44,11.018805027008057
127,95,45,10.937368869781494
128,96,46,13.026845693588257
129,97,47,12.61548924446106
130,96,46,10.720031976699829
131,98,48,7.886333465576172
132,98,48,10.208679437637329
133,99,49,12.145162343978882
134,99,49,12.178804159164429
135,99,49,12.28787899017334
136,100,50,11.997929573059082
137,100,50,11.669939994812012
138,100,50,9.574482917785645
139,100,50,12.589086532592773
140,100,50,13.60418963432312
141,99,49,12.677551984786987
142,98,48,15.573832988739014
143,100,50,14.079596996307373
144,100,50,14.308712720870972
145,97,47,14.755628108978271
146,100,50,14.866503953933716
147,95,45,16.482338190078735
148,96,46,13.917919397354126
149,97,47,13.688862562179565
150,100,50,14.269982814788818
151,91,41,11.903562068939209
152,91,41,9.982753038406372
153,91,41,13.498912572860718
154,92,42,13.564466714859009
155,92,42,12.485777854919434
155,92,42,1761.766744852066
