Solution,Power,Latency,Cost
0,1379.4833255546332,1268687.3739953176,1248.7644850201223
1,1329.357868229555,761700.3886469604,1266.8608740782818
2,1402.6137408525512,687797.2100707985,1260.1075494774668
3,2390.296812983276,760.9907740238812,1599.2836273040234
4,3120.404706652119,648.8714284761834,1697.2040013399628
5,3480.183164964361,482.9384917489939,1879.63422573673
6,2562.4562389720295,731.0108878343211,1670.4417404304766
7,2282.838352002409,87690.01936712419,1506.346651239382
8,2633.169630749753,10118.151988806954,1497.2451635551354
9,2656.5803752732736,993.6272806769362,1569.2745778536048
10,1857.8535599702382,257724.94111355595,1371.4383315451082
11,2670.5557756971425,792.4314225695207,1574.587822175955
12,1844.7955198366606,413077.5184676299,1330.518323379241
13,1990.4912278153627,205330.95709117103,1378.0991879534006
14,1598.2469605142257,1269379.9876405373,1206.4992377720296
15,2638.833101836683,1067.7113773060355,1561.1252890675057
16,3482.782816690871,475.2469292018569,1878.618670134904
17,3274.987102945234,468.3956123527669,1883.9153266682083
18,2633.2676643737013,649.336665742806,1749.4053586940024
19,2287.2106684680703,28317.673665905226,1478.7602969809882
20,1231.809587323425,2047986.2116692625,1244.5059791093686
21,3238.461478230574,469.8593334925637,1887.3072224567368
22,3216.4326358669346,513.4291907513704,1859.1963927300326
23,1743.824821899835,376659.0520377407,1331.4416980962974
24,2088.0867006484477,152056.7233975542,1447.2226842425234
25,2822.597648527575,551.7057226417268,1783.059985960428
26,2623.254660051707,710.3226350122382,1712.0725863565553
27,3271.113172893367,465.32192705935387,1887.2578912617514
28,3237.3217920240313,466.74815747927596,1890.5018105062773
29,2754.418695731016,581.1221782535623,1767.4898471504428
30,2607.845923897225,4324.483573719561,1541.5819925698759
