Solution,Power,Latency,Cost
0,242.47115516416622,10678556.00575531,363.7723665744325
1,544.8828564794528,2206983.967407467,354.2924776190409
2,521.5000724303849,503488.10106772033,721.2518861790954
3,564.0420728084748,954756.9891734828,350.4159705065764
4,473.16835321865443,7827142.633141439,333.05611728184334
5,533.2172043558629,2641069.5535888984,355.4443478498551
6,518.3013959277172,958235.1931994393,723.1476952315836
7,701.7215909698203,56605.13892767663,905.5850949905641
8,593.21492220654,126332.36618152128,862.3654086423655
9,463.9698385576039,743589.0124079046,796.6450034222453
10,519.6002825408551,460308.7106519768,800.2432843210407
11,601.2949498578362,700309.024813063,717.726874083442
12,619.7228495781796,463059.0544753556,746.9735389637818
13,492.484626830247,1087260.9990461208,764.2622259050169
14,453.72359845215243,1394353.378814551,357.83107800766135
15,595.4683904544327,169056.48634632144,846.9586701940987
16,585.9164961885826,897728.3488440973,349.61493807664044
17,1230.9571263289306,220.7406560843437,1212.6427648609617
18,563.9580631190147,842183.2763681421,708.5343114675928
19,533.5315867845078,332073.56316487805,842.4367928069408
20,330.60942748797817,1992939.4945866237,366.1001321761523
21,691.9236793583068,112204.36570215557,884.9225765586634
22,306.93675744733576,5132797.8004687205,340.8371315649713
23,287.77939687519546,7392879.567809908,373.93333736770575
24,401.1609050932713,1624758.0816392668,361.0761084445853
25,659.8541205245147,339518.29405264347,762.0513441570431
26,589.4963987222147,189952.88410936063,883.1465852901085
27,695.7219526847288,500388.26861749584,701.1215037222931
28,624.5523891011284,451765.2733629188,766.7130467495729
29,626.8282141332664,273368.37926555204,810.5081412268273
30,607.3028688059644,456874.90922529704,759.6586589343217
31,630.8749698293844,458408.72636473214,755.2824194621568
32,698.104811473563,145282.42690827174,850.202827318743
33,554.9156405093612,293155.83808291575,808.2464504967436
34,470.4621403387146,794356.8700850565,770.8187113272659
35,473.4095309123781,566708.4887212871,844.8605714508288
36,672.210450326506,284053.0090280195,803.2293559352894
37,684.093005532853,247526.5105803857,813.2956574993295
38,931.9373312615091,198.67499031620824,1213.5732078178776
39,579.1756995470134,270882.5098132421,841.8660725362633
40,615.2536365772245,9850894.811184822,314.033466023549
41,535.4694112392294,432671.1048394025,824.2620290386163
42,669.2763671035666,109235.75959414947,891.4521287453916
43,510.5407448617544,530194.2999981394,857.5309223176889
44,587.3099496339619,383835.23933785514,789.5032610087188
45,526.7742506866499,273801.70583680586,873.08510767125
46,580.9891355342764,488890.5228649747,778.5787384521367
47,548.1740068322156,353015.658245817,815.2108016827433
48,632.7732508056397,308941.9454232978,799.19128736238
