Task,Model,Trial,ER,GD,IGD,STE,HV,HAR
300,NSGA-II,0,0.1619718309859155,108.8301561280807,457479.48537357093,0.43535687779941773,129962619455202.25,0.39346127621828914
300,NSGA-II,1,0.14084507042253522,139.23850205493397,457481.0566975557,1.0545569321332189,122726763681453.36,0.37155475371816304
300,NSGA-II,2,0.1056338028169014,135.8103913894508,457481.6367421561,0.5280588044590172,127766612406044.72,0.3868128742411059
300,NSGA-II,3,0.09859154929577464,129.03713377048368,457484.0151550499,0.7554287552526961,120899530191635.08,0.36602281211936727
300,NSGA-II,4,0.07746478873239436,161.6801658170183,457482.87625524274,0.8182946634116643,135622957331331.58,0.4105979250016437
300,NSGA-II,5,0.1056338028169014,140.13998544240496,457481.51881492225,0.514987138750002,113875270859865.2,0.34475689694505
300,NSGA-II,6,0.06338028169014084,165.78511853201334,457481.2639819803,1.7185260694629338,127598861252274.06,0.3863050083383842
300,NSGA-II,7,0.11971830985915492,142.2253415366859,457478.51135789993,0.3348462221636211,123901960289857.69,0.37511265643887237
300,NSGA-II,8,0.176056338028169,117.1428243500273,457480.9028608048,0.427504276493197,132610512350407.38,0.4014777606674647
300,NSGA-II,9,0.11267605633802817,132.91006818140173,457477.8793767407,1.2396271183069771,132561568627895.4,0.40132958375626393
300,NSGA-III,0,0.19014084507042253,109.44920192622237,457477.6608612907,0.2800550294111338,123794521667618.64,0.3747873864681799
300,NSGA-III,1,0.09859154929577464,144.58885387617255,457479.86983494554,0.26203576925815897,124742339212811.97,0.37765690004460023
300,NSGA-III,2,0.09859154929577464,139.0096747894888,457484.05718038004,0.25463799376677,136692004862285.34,0.41383446184300887
300,NSGA-III,3,0.1056338028169014,147.5434105483553,457478.3185485222,0.41328770251985236,130159331060653.23,0.39405681976498086
300,NSGA-III,4,0.1267605633802817,135.07704129048216,457480.2592402252,0.15364063798911226,123732670204482.77,0.374600131427281
300,NSGA-III,5,0.11971830985915492,131.4793393582436,457481.41568729666,0.6452229969209698,136285000520535.88,0.41260225793389693
300,NSGA-III,6,0.14084507042253522,122.79456253222938,457481.2666559005,0.8154327941706361,122130908339803.7,0.3697508042121455
300,NSGA-III,7,0.16901408450704225,105.47736558653258,457479.00261282467,0.6165753738897087,144435263786527.97,0.4372771452176029
300,NSGA-III,8,0.1267605633802817,124.15196958607999,457481.96894216293,0.5194326442499891,141404912325710.22,0.42810276909190237
300,NSGA-III,9,0.176056338028169,97.06535370956523,457478.13994643756,0.1973102979847208,123745405910154.78,0.3746386887218959
300,NSGAII_SDE,0,0.07746478873239436,166.27152789932123,457481.28659672866,1.071908386773433,130227803804184.22,0.39426412070404165
300,NSGAII_SDE,1,0.11971830985915492,162.51283871467035,457478.7979299409,1.29979199420032,110855726610284.84,0.33561523960528694
300,NSGAII_SDE,2,0.09859154929577464,143.89463628312598,457481.94019595603,1.368121120455947,122543413656170.88,0.3709996622984555
