Solution,Power,Latency,Cost
0,659.9691234943737,230.6657650297666,631.292821356598
1,659.9691234943737,230.6657650297666,631.292821356598
2,690.5709935283145,202.95507647683547,619.0488137917687
3,712.0773701225846,201.82955967003184,619.980484805159
4,690.7843870981558,203.07769954521916,617.7204142750803
5,764.4683596442757,206.14734034564975,610.0745600495773
6,709.3410788648808,201.8451201232666,615.8426827998312
7,733.9094764995236,205.8921954332744,612.9856092856105
8,677.8306751076713,219.1240779545154,619.2756777681957
9,720.7914150692955,201.26303304403228,615.6438373678809
10,734.3442176683299,251.02371922866524,607.3666219518063
11,730.4349278033878,208.80355232864878,612.5427661084777
12,726.5867334583785,263.1723246630252,601.3132058939728
13,740.309420147185,200.96073980291965,613.8158384362283
14,690.3990587221571,203.86546904451492,624.1822987667535
15,727.2381563669331,199.34250970692884,614.2046834788819
16,733.6301992305895,204.40663084521253,613.0707863522821
17,684.7762048039489,204.0207413708096,625.4990748548943
18,712.0773701225846,201.82955967003184,619.980484805159
19,678.0817817951654,205.4849039523545,620.6531066260308
20,735.3155791101933,233.74498499848332,609.0649615777284
21,684.0530569995432,221.42555401167795,618.977505298673
22,670.9788176847264,208.79427072998334,628.6552402641097
23,712.7762600400711,204.97623881260665,615.3419302106893
24,762.958809985733,241.7021697836949,602.6764151917653
25,762.6921333509323,241.73245848042671,605.3845688945947
26,698.5121520549937,223.64451398464547,611.3806943637053
27,717.4572766272981,201.45066506731217,623.6847668080347
28,706.5388738149182,269.83035870937715,607.7622125079104
29,704.2410687336409,219.19348272714723,610.376537774419
30,707.9046636594865,202.83559759176828,619.3989802910643
31,735.3489692248023,204.1993314600373,611.928754423939
