Solution,Power,Latency,Cost
0,1251.1651618197752,2059442.8250119325,1555.7373921703131
1,1118.304444331139,2877164.3529785583,626.8942183745695
2,759.0572524750945,5074333.097530231,646.1678610499137
3,931.9353673671671,3999258.611092522,638.1572193592854
4,980.1966822595327,27476937.393469095,579.8582678951685
5,1120.3884829791239,2875884.870396114,626.979328878712
6,1198.471731363627,2719349.1263952632,1461.4789653535481
7,634.1963028576677,6233815.02175699,653.3349400144215
8,1251.613943871274,2546419.1208900325,1480.1393054268185
9,1160.4224013345545,31195682.456279192,562.1801758912795
10,1266.7708806892101,396.78158025430986,784.5513314011
11,1132.5391048151844,3043686.532290774,626.8555272683694
12,614.6710838107764,8749525.31853398,659.314170886461
13,677.0647992163722,5981007.807933319,651.4105887082337
14,622.083807235934,6447620.993401202,652.9587947234921
15,1657.7819231156027,356.06357066357947,2197.3568504238456
16,1226.632659579321,2372529.672235882,1488.5263129739217
17,618.3517115105842,6117870.201923201,653.5625953848992
