Epoch,FrontSize,ArchiveSize,Time
1,90,40,7.491369962692261
2,94,44,8.666931629180908
3,99,49,9.080945014953613
4,100,50,8.662455081939697
5,100,50,8.82363748550415
6,96,46,10.607428789138794
7,99,49,9.345993280410767
8,100,50,8.524495601654053
9,100,50,10.459967374801636
10,100,50,10.630401134490967
11,100,50,9.17127799987793
12,100,50,9.911772012710571
13,100,50,11.06396198272705
14,100,50,9.210633039474487
15,100,50,11.128692865371704
16,100,50,11.105237007141113
17,100,50,11.71859097480774
18,100,50,9.07647705078125
19,100,50,9.567684173583984
20,100,50,10.400866031646729
21,100,50,9.295030355453491
22,100,50,11.211269855499268
23,100,50,11.845831632614136
24,100,50,11.488314628601074
25,100,50,9.269944906234741
26,100,50,9.36173677444458
27,100,50,9.834309339523315
28,100,50,9.462668418884277
29,100,50,10.112723350524902
30,100,50,11.011338710784912
31,100,50,10.5130615234375
32,100,50,11.111076831817627
33,100,50,10.03846001625061
34,100,50,10.352038145065308
35,100,50,10.364977836608887
36,100,50,11.592335224151611
37,100,50,9.998421669006348
38,100,50,9.866281747817993
39,100,50,9.091760158538818
40,100,50,8.91480827331543
41,100,50,9.702568292617798
42,100,50,9.60434603691101
43,100,50,9.595364809036255
44,100,50,9.903566360473633
45,100,50,10.051887512207031
46,100,50,9.049609661102295
47,100,50,9.190368175506592
48,100,50,9.697218418121338
49,100,50,10.024163007736206
50,100,50,10.330348491668701
51,100,50,10.643824577331543
52,100,50,9.510784387588501
53,100,50,8.256733179092407
54,100,50,11.02525281906128
55,100,50,12.43362808227539
56,100,50,9.427397727966309
57,100,50,10.222718000411987
58,100,50,8.595211505889893
59,100,50,10.17132043838501
60,100,50,11.208502054214478
61,100,50,10.265878915786743
62,100,50,10.742945194244385
63,100,50,10.965682744979858
64,100,50,9.6978919506073
65,100,50,8.53431487083435
66,100,50,10.244838953018188
67,100,50,10.352787971496582
68,100,50,9.384449243545532
69,100,50,10.317503690719604
70,100,50,9.209275960922241
71,100,50,9.934188604354858
72,100,50,10.640531778335571
73,99,49,10.307238578796387
74,100,50,9.872629880905151
75,100,50,11.363022804260254
76,100,50,10.828470230102539
77,100,50,9.032292604446411
78,100,50,9.839522123336792
79,100,50,10.10166621208191
80,100,50,11.266535520553589
81,100,50,11.338391542434692
82,100,50,11.079131841659546
83,100,50,11.561362743377686
84,100,50,9.361484289169312
85,100,50,11.837533950805664
86,100,50,10.186118125915527
87,100,50,10.316797494888306
88,100,50,10.205669164657593
89,100,50,8.569684743881226
90,100,50,9.097528457641602
91,99,49,11.928556442260742
92,100,50,8.487735271453857
93,100,50,10.275828838348389
94,100,50,10.408433675765991
95,100,50,10.402965545654297
96,100,50,10.96552300453186
97,100,50,10.883930206298828
98,98,48,10.366961479187012
99,100,50,10.60615849494934
100,100,50,11.437131881713867
101,100,50,8.259877681732178
102,100,50,11.171275615692139
103,100,50,9.729655981063843
104,100,50,9.62518048286438
105,100,50,10.346899509429932
106,100,50,12.840256690979004
107,100,50,9.925575494766235
108,100,50,9.399750232696533
109,100,50,11.293473720550537
110,100,50,10.592211961746216
111,100,50,9.688860416412354
112,100,50,10.975112199783325
113,100,50,11.613407135009766
114,100,50,10.339499711990356
115,100,50,10.677905082702637
116,100,50,10.01142144203186
117,95,45,10.87761640548706
118,96,46,10.31583833694458
119,97,47,8.675942182540894
120,97,47,10.120280981063843
121,97,47,9.455307245254517
122,97,47,10.294441223144531
123,97,47,9.354151487350464
124,97,47,8.46550989151001
125,94,44,8.536939144134521
126,93,43,12.270366191864014
127,94,44,10.331708431243896
128,96,46,10.360891580581665
129,97,47,9.71598744392395
130,97,47,9.4515540599823
131,97,47,9.779651403427124
132,97,47,8.971182823181152
133,97,47,9.403873920440674
134,97,47,10.27413821220398
135,97,47,8.296947479248047
136,97,47,10.201640367507935
137,99,49,8.768657207489014
138,100,50,10.2501962184906
139,100,50,10.587794780731201
140,100,50,12.996882677078247
141,100,50,8.906041860580444
142,100,50,10.372294425964355
143,100,50,10.468388795852661
144,100,50,13.206068277359009
145,100,50,13.204788446426392
146,100,50,9.694884300231934
147,100,50,10.03139877319336
148,100,50,10.330516815185547
148,100,50,1506.6355154514313
