Task,Model,Trial,ER,GD,IGD,STE,HV,HAR
100,NSGA-II,0,0.05612244897959184,3.781238321669834,29374.592173786015,0.5383719754501465,679440003352.8684,0.5697520399977404
100,NSGA-II,1,0.11734693877551021,4.794837792801207,29374.141469272625,0.30081800764637545,619007220696.1606,0.519075451878867
100,NSGA-II,2,0.08673469387755102,8.272112814563505,29373.807175188118,0.435943629725338,599412533756.2301,0.5026441072390895
100,NSGA-II,3,0.1326530612244898,3.958994288341323,29374.383560304053,0.26053172911847633,644898138120.7424,0.5407865712525776
100,NSGA-II,4,0.0663265306122449,2.6316475962395764,29374.70865371083,0.15118790928359807,656328621403.2625,0.550371731290606
100,NSGA-II,5,0.23979591836734693,5.193424232119553,29373.756042915516,0.08826919926524528,616147068057.4434,0.5166770387848887
100,NSGA-II,6,0.10714285714285714,3.622316948122526,29374.850441851806,0.2210435081789921,645869054008.6525,0.541600743666732
100,NSGA-II,7,0.12244897959183673,4.305469081360395,29373.663488540034,0.22716307021306764,632993870557.2323,0.5308041140885617
100,NSGA-II,8,0.14795918367346939,5.143463746545923,29373.59007955107,0.08832410125683038,640094826623.0099,0.5367587004897836
100,NSGA-II,9,0.10714285714285714,7.7295208296154225,29372.76148720863,0.41797998935360464,616857017215.9673,0.5172723746193518
100,NSGA-III,0,0.1377551020408163,8.274929319005116,29373.59383267757,0.16163374008092232,643444878358.0988,0.5395679239690399
100,NSGA-III,1,0.19387755102040816,6.581851841607405,29373.459742985237,0.19572727447535385,610452542814.9288,0.5119018307345375
100,NSGA-III,2,0.11224489795918367,12.119595599568248,29373.662087812132,0.39550301018247314,561016252627.6997,0.4704464747868457
100,NSGA-III,3,0.11224489795918367,3.974500797569341,29373.726735695935,0.18048135050491945,646142040717.9443,0.5418296597354707
100,NSGA-III,4,0.23979591836734693,9.164576603877528,29371.912434600028,0.4855459498431241,630421297664.1613,0.5286468542177312
100,NSGA-III,5,0.14795918367346939,20.265552212098438,29374.193815594892,0.04140192276270505,462293695957.1793,0.38766156695207793
100,NSGA-III,6,0.15306122448979592,6.408262351994024,29374.841726803734,0.2001355817339639,582088826057.6454,0.48811711772877786
100,NSGA-III,7,0.15816326530612246,10.052593308686115,29373.772536791206,0.15930344720171505,578516980595.7318,0.4851219066307569
100,NSGA-III,8,0.14795918367346939,10.920938831213387,29371.700675587203,0.36022846419008075,565288342099.5042,0.47402888335802507
100,NSGA-III,9,0.09693877551020408,14.370133519565146,29374.267894872282,0.22695400321813636,587117252473.4402,0.4923337611325218
100,NSGAII_SDE,0,0.11224489795918367,6.624427618416069,29372.881479126077,0.1650247182322537,653635552790.5701,0.5481134283817936
100,NSGAII_SDE,1,0.11224489795918367,7.25549982179152,29373.932967195957,0.10380193929702472,630302887547.6932,0.5285475600856796
100,NSGAII_SDE,2,0.061224489795918366,9.966293228877538,29374.39419992604,0.5018242347044642,610225830504.3422,0.5117117185821591
100,NSGAII_SDE,3,0.12244897959183673,3.5608654805094213,29374.641769390226,0.11517188561138066,669675912909.8584,0.5615642523767954
100,NSGAII_SDE,4,0.09693877551020408,7.797563112049729,29374.01316772905,0.33935534189723615,616963118060.2855,0.5173613466730983
100,NSGAII_SDE,5,0.11734693877551021,7.930978528931268,29373.538044020373,0.23520030487454407,639956174832.7438,0.5366424324750013
100,NSGAII_SDE,6,0.10714285714285714,6.2488717349932505,29372.769527810553,0.9890417101337675,625220808713.829,0.5242859258446358
100,NSGAII_SDE,7,0.08163265306122448,3.623040117822831,29374.92803122988,0.1394554874116879,660955472351.0369,0.5542516290788598
100,NSGAII_SDE,8,0.061224489795918366,8.90907745511253,29370.26451898523,3.745486409238701,649518753304.271,0.5446612399707406
100,NSGAII_SDE,9,0.0,0.0,29375.74427731558,0.0,670181861244.2007,0.5619885210306905
100,MO-PSO-RI,0,0.09693877551020408,226.03158344608246,24449.783456639438,81.3843419973213,744953877632.6575,0.6246894345209764
100,MO-PSO-RI,1,0.10714285714285714,566.2686555610044,24279.254207955048,323.9134633072106,753629890158.3152,0.6319648021930976
100,MO-PSO-RI,2,0.08673469387755102,493.22986072808965,23933.40731340932,779.0800902206429,674597937377.843,0.5656916712330805
100,MO-PSO-RI,3,0.07142857142857142,807.5313886869345,22305.881398983318,2197.813728097542,791769896511.97,0.6639475325567614
100,MO-PSO-RI,4,0.0663265306122449,770.2062819597644,24206.324095642893,938.8421883884349,702341079283.7286,0.5889559942326432
100,MO-PSO-RI,5,0.07653061224489796,813.8154940739879,23616.71320597214,692.3050274812513,740906435808.5476,0.621295406755936
100,MO-PSO-RI,6,0.08673469387755102,176.18773562352044,24915.105242298392,952.8228444604493,741084876374.4626,0.6214450400950781
100,MO-PSO-RI,7,0.09693877551020408,198.80368714468182,23672.451754990638,546.2417166241512,776439573381.56,0.651092118047352
100,MO-PSO-RI,8,0.11224489795918367,276.741776768725,24499.800534588318,115.56142636495268,780189596093.9303,0.6542367416783824
100,MO-PSO-RI,9,0.09183673469387756,786.8004561217226,20870.82201559225,3341.9359058103,691506592110.8093,0.5798706134210366
100,MO_ILCO,0,0.0663265306122449,101.22119561944487,28414.14403854643,50.66214033596181,796441087525.9524,0.6678646122051515
100,MO_ILCO,1,0.04591836734693878,207.5078703547701,27480.018631244795,1440.5324006619612,762363017068.7632,0.6392880637735653
100,MO_ILCO,2,0.12755102040816327,20.376692301764457,29081.903441920913,4.730724599667336,735098340876.1791,0.6164249635675932
100,MO_ILCO,3,0.030612244897959183,578.7419925772152,27089.778519076855,394.8905382274237,794294542324.3245,0.6660646026361834
100,MO_ILCO,4,0.0663265306122449,169.9152186728691,28072.854003354616,62.653387147876,814309165571.3499,0.6828480895791159
100,MO_ILCO,5,0.02040816326530612,55.87098543015241,28346.511383843732,64.08081487162167,800603277921.4231,0.6713548636725012
100,MO_ILCO,6,0.04591836734693878,26.740653143124486,28724.192937666903,3.9618369618995244,799234718931.9587,0.6702072431728886
100,MO_ILCO,7,0.04591836734693878,392.273800553985,27137.8705474,1709.7737325708194,719839790321.7133,0.6036297347572276
100,MO_ILCO,8,0.015306122448979591,19.168846340547297,28109.399014653798,124.68771714669428,867564121112.1588,0.7275056302149837
100,MO_ILCO,9,0.030612244897959183,15.803516169519867,28943.287622517506,62.097343945711216,763652516804.9427,0.6403693882490735
100,MO_ILCO_2,0,0.12755102040816327,77.57644449569244,24505.576464046542,4103.759550429912,735360575632.3418,0.616644863465369
100,MO_ILCO_2,1,0.08673469387755102,65.55191809546375,28268.34164528277,120.1348639529129,821164016747.5627,0.6885963019632193
100,MO_ILCO_2,2,0.07653061224489796,498.72127320702333,27940.25434335146,68.07349036194478,690010781599.2255,0.5786162847294386
100,MO_ILCO_2,3,0.12244897959183673,179.3657399641779,25184.846407939964,2882.4458297661804,733646654126.9948,0.6152076353521454
100,MO_ILCO_2,4,0.12244897959183673,76.09978263904414,27393.816144330987,971.5987232945553,700056519309.655,0.5870402508273354
100,MO_ILCO_2,5,0.12244897959183673,479.1879790623131,27388.006435875937,319.6501557274373,805456030677.3762,0.6754241939572431
100,MO_ILCO_2,6,0.10204081632653061,85.53647773197437,26916.91090277446,1466.3407235095435,717446315460.8019,0.6016226595512373
100,MO_ILCO_2,7,0.14285714285714285,50.36672121356357,28659.262907266224,34.67550916535017,739016574846.6455,0.6197106426368933
100,MO_ILCO_2,8,0.10204081632653061,43.068414562207536,28901.234735471575,6.610791136821121,663212293057.1061,0.5561441114096718
100,MO_ILCO_2,9,0.09183673469387756,238.7876556776553,26715.990619552234,1618.408477684947,823065193702.2666,0.6901905552350224
100,MO-ALO,0,0.22448979591836735,2672.1325692957976,2906.202593907262,784.43071659019,1152297748053.5073,0.9662722085813383
100,MO-ALO,1,0.23469387755102042,1633.9350733885017,3284.0150700823688,2508.163454199666,1147806682659.31,0.9625061752929241
100,MO-ALO,2,0.22448979591836735,2787.274557473036,1419.973546719507,4558.255429748568,1152208653009.9905,0.9661974969327057
100,MO-ALO,3,0.22448979591836735,1928.292033271185,2864.667367558694,3109.9458790726644,1162615872270.602,0.9749245874413253
100,MO-ALO,4,0.21428571428571427,4372.521205331205,1677.0122648913502,599.5765138600033,1155594273476.401,0.9690365469707907
100,MO-ALO,5,0.20918367346938777,2613.7273039694987,3184.468613862991,2517.10075737276,1155793640627.324,0.9692037285326452
100,MO-ALO,6,0.2193877551020408,3880.008569246293,3433.5454498375248,5301.814631135835,1146179550094.3535,0.9611417250196757
100,MO-ALO,7,0.2193877551020408,2981.8692801387583,2075.3557288961756,2029.633297705834,1160086648803.045,0.9728036787177592
100,MO-ALO,8,0.1989795918367347,1891.2543782126681,2823.232242270607,3896.531417816554,1161939221729.5273,0.9743571745362263
100,MO-ALO,9,0.20408163265306123,3053.033312362078,8437.238561331542,425.3909855992465,1151352585024.2446,0.9654796315158204
100,MO-SSA,0,0.23979591836734693,2930.2981715461046,4779.676060488469,1157.9980742475084,1125454656204.8188,0.9437626326582762
100,MO-SSA,1,0.22959183673469388,504.07873038024826,5342.616075754187,939.7035836874921,1164174963444.018,0.9762319808420857
100,MO-SSA,2,0.21428571428571427,633.5069440112097,11095.197388670307,5576.527237225958,1133081053856.7468,0.9501578339984647
100,MO-SSA,3,0.19387755102040816,1443.7526414497531,4215.746741939983,8180.935416755127,1143601702213.8945,0.9589800417489711
100,MO-SSA,4,0.23469387755102042,655.7234721327701,8563.871617189461,23991.41324705999,1134354574039.4695,0.9512257586400871
100,MO-SSA,5,0.2193877551020408,1545.8793633503274,10807.80399593051,2516.74656754441,1128984741625.145,0.9467228254047615
100,MO-SSA,6,0.2193877551020408,2362.067834155391,6255.9419698033935,416.2625464157484,1155801245104.768,0.9692101053525491
100,MO-SSA,7,0.21428571428571427,24358.004337451137,6830.837827209577,24661.384178606764,1129230652092.068,0.9469290363865919
100,MO-SSA,8,0.22448979591836735,27618.58933117388,12050.658044084956,42004.8543740475,1131789237659.079,0.9490745670281785
