Solution,Power,Latency,Cost
0,2076.6473846702697,484.13551447066806,1356.5005298331434
1,2076.6473846702697,484.13551447066806,1356.5005298331434
2,2005.9872414166575,552.2854011279705,1345.8595868835414
3,1986.1925986730441,472.45621605124495,1370.8945528680222
4,2092.748582188548,457.826119944647,1341.6573166303742
5,2004.673566014425,495.89004948470676,1369.2059287545364
6,2091.796324997091,475.18913942317874,1354.0596354640008
7,1999.3959211772444,481.37154821409774,1370.5579122020708
8,2011.062647423917,455.49984942729566,1364.1146064723348
9,1963.7359689125158,463.9195697550649,1373.2914193619001
10,2033.1654074026208,488.32099668818034,1347.9440433456537
11,2142.32027509279,452.4057613663635,1371.4254190947715
12,2007.5289331576475,509.59030479402566,1346.3275379162337
13,1976.8344574488187,536.8474244855868,1371.7940072972872
14,2056.300213063799,471.87649039500525,1358.348749096484
