Solution,Power,Latency,Cost
0,1143.380652381873,2759719.3149115443,625.7470349853646
1,1143.380652381873,2759719.3149115443,625.7470349853646
2,1105.055367474953,4387941.026105329,629.6199884770759
3,1143.380652381873,2759719.3149115443,625.7470349853646
4,1143.380652381873,2759719.3149115443,625.7470349853646
5,626.727983157534,6086634.586204312,653.5973485016611
6,1143.380652381873,2759719.3149115443,625.7470349853646
7,2698.3727343914193,985415.5116288941,1417.9570903583553
8,1373.098911780232,2469599.5853681783,1469.6620979549766
9,1310.0131149756617,1802775.447296104,1511.43577278326
10,1143.380652381873,2759719.3149115443,625.7470349853646
11,996.8368335221821,3552210.2256128835,633.6602112313836
12,1143.380652381873,2759719.3149115443,625.7470349853646
13,1143.380652381873,2759719.3149115443,625.7470349853646
14,1143.380652381873,2759719.3149115443,625.7470349853646
15,1143.380652381873,2759719.3149115443,625.7470349853646
16,1143.380652381873,2759719.3149115443,625.7470349853646
17,1432.3995644657334,2246150.255522859,1442.5963517476841
18,1143.380652381873,2759719.3149115443,625.7470349853646
19,2348.6010517186733,1539656.7077644658,1364.1451507678944
20,1143.380652381873,2759719.3149115443,625.7470349853646
21,1143.380652381873,2759719.3149115443,625.7470349853646
22,1143.380652381873,2759719.3149115443,625.7470349853646
23,1143.380652381873,2759719.3149115443,625.7470349853646
24,1143.380652381873,2759719.3149115443,625.7470349853646
25,1143.380652381873,2759719.3149115443,625.7470349853646
26,1143.380652381873,2759719.3149115443,625.7470349853646
27,1143.380652381873,2759719.3149115443,625.7470349853646
28,1395.8471798936653,1483086.1142039234,1514.514544313968
29,1143.380652381873,2759719.3149115443,625.7470349853646
30,2613.8755760365966,865044.4236458669,1541.4311363476008
31,1143.380652381873,2759719.3149115443,625.7470349853646
32,1504.3202162754176,1565067.0783242634,1378.8887284723874
33,1143.380652381873,2759719.3149115443,625.7470349853646
34,1143.380652381873,2759719.3149115443,625.7470349853646
35,1143.380652381873,2759719.3149115443,625.7470349853646
36,1143.380652381873,2759719.3149115443,625.7470349853646
37,1143.380652381873,2759719.3149115443,625.7470349853646
38,1143.380652381873,2759719.3149115443,625.7470349853646
39,1730.9237646364415,2215055.175922259,1310.260767718927
40,1143.380652381873,2759719.3149115443,625.7470349853646
41,994.7053102170643,5425380.090094016,1019.6203940043367
42,1279.029072083032,2552241.6831613816,1446.0624698872555
43,1143.380652381873,2759719.3149115443,625.7470349853646
44,1860.676633718294,416943.84814112773,1598.7193193851654
45,1143.380652381873,2759719.3149115443,625.7470349853646
46,1412.363280556596,2489569.3088760814,1429.287218056464
47,1143.380652381873,2759719.3149115443,625.7470349853646
48,1143.380652381873,2759719.3149115443,625.7470349853646
49,1143.380652381873,2759719.3149115443,625.7470349853646
