Solution,Power,Latency,Cost
0,514.1960084302323,155.0069956845285,434.46256627520063
1,514.1960084302323,155.0069956845285,434.46256627520063
2,489.48930712330207,156.37311820738861,439.03065346936154
3,496.27327063851254,152.0474216331473,439.118145398496
4,487.8160041829349,197.14445582566665,430.9261220757308
5,485.9146745523606,182.16460360938783,438.77168435761337
6,479.35171973003185,158.726621747997,447.3184495770868
7,480.39820362252493,157.2222163661528,449.5254310585829
8,496.4655251783474,159.37271125866536,438.102012843203
9,502.4743738409923,153.33873487720658,437.92507405219885
10,582.401293479246,156.63442353821011,423.0366250371217
11,554.5037735160711,161.21300672002363,427.62740995671066
12,483.5447983717673,158.15395620624858,445.6843333166308
13,473.12309653085174,160.86688148792476,452.17791398248846
14,560.6896423888627,160.48814742589067,426.061435504449
15,476.73190895532105,161.47650671278376,443.1482292127987
16,497.7897257995613,177.90502166100703,434.2729588005906
17,518.4567850534268,153.27140983125156,429.86291924576363
