Solution,Power,Latency,Cost
0,2221.234996314786,1661047.2929812267,1502.3332994366106
1,1884.0093883830475,2130124.1452879026,1496.4102486833556
2,1897.9586901550842,1764161.5646380412,1559.267158624889
3,1762.2595057540261,3227296.201269116,1607.824803453714
4,2268.4298335563285,1297973.8295281928,1620.984866989043
5,2257.9827840790017,1192472.1516793591,1726.6308687588119
6,1868.9904447818838,2011698.0474025747,1540.6302253738256
7,3250.9026654161844,68821.45719443784,1950.9964061623793
8,2575.7321346242857,830911.6625348199,1656.4307957968588
9,2135.8553758106214,1563727.552443804,1513.3688771638801
10,2125.463114048732,1731473.9697413647,1454.632656238177
11,2191.3299572745364,1662278.00955961,1459.5918292403042
12,2497.670618862345,499284.5784643964,1716.9637855519215
13,2062.0622630573466,5757353.072592994,1275.3048137212202
14,2666.7719775922797,776570.6343900331,1637.7847314862865
15,2750.1580523493612,208235.78334159643,1827.5605675126267
16,3176.632529412384,122122.62752872058,1836.7002022036916
17,2448.7279806206525,862753.6990649075,1715.6432508823227
18,2387.4542174594094,864906.6080364088,1641.3377313454712
19,1993.9341231564463,1822416.6086528897,1446.578273700508
20,2221.3036323724787,1588509.765496943,1447.6931689429482
21,1984.959986559089,2141092.9439095496,1492.3029737938512
22,1866.3743005810672,2314292.6525321994,1479.776548086361
23,3056.137042431161,143135.64462328423,1815.1429944059184
24,2033.2960344195847,1309635.5938973906,1560.252548128375
25,2936.552549634164,558480.4962003173,1686.7636132381556
