Epoch,Power,Latency,Cost
0.0,79.78336573761723,1125.5941733564187,153.88345211902296
0.0,53.20050477094148,17112.81424848806,147.66327451195468
0.0,50.125415116421664,17988.340437199975,157.94584210257
0.0,58.26982336234633,4722.367410776475,201.41670696815905
0.0,49.88324102978355,22418.210750330894,145.9765045430673
0.0,253.34328771330826,62.07551230217506,256.44610847179626
0.0,46.652145758657404,17958.751344437947,159.58558814369184
0.0,54.83348484210235,100460.78004864958,145.7251512602268
0.0,62.41144109380814,99991.04343576563,143.90097257942963
0.0,44.01338872427557,27409.775346906044,169.2713907228221
0.0,47.28111707166397,4963.969918067855,183.0115164110783
0.0,55.958843928358675,11005.163970533331,144.6475261883017
0.0,52.86441217863701,4803.8436102406795,165.89174222139692
1.0,52.04442871402589,28040.315962323275,151.20374143024387
1.0,53.20050477094148,17112.81424848806,147.66327451195468
1.0,50.125415116421664,17988.340437199975,157.94584210257
1.0,46.652145758657404,17958.751344437947,159.58558814369184
1.0,79.78336573761723,1125.5941733564187,153.88345211902296
1.0,64.09674843151889,3530.562441787114,164.09408499282137
1.0,47.28111707166397,4963.969918067855,183.0115164110783
1.0,68.94981163651073,4930.309293641718,153.29406884212761
1.0,175.18553439843507,57.77378726691145,242.6093101918692
1.0,57.46833342218616,1961.005941616632,168.20790299731738
1.0,41.14882930842456,84207.20411412136,142.62536313783306
1.0,44.01338872427557,27409.775346906044,169.2713907228221
1.0,55.958843928358675,11005.163970533331,144.6475261883017
1.0,52.86441217863701,4803.8436102406795,165.89174222139692
1.0,41.74939345635456,51578.37007269419,159.6771434856258
2.0,52.04442871402589,28040.315962323275,151.20374143024387
2.0,53.20050477094148,17112.81424848806,147.66327451195468
2.0,50.125415116421664,17988.340437199975,157.94584210257
2.0,55.21302111495329,6786.369015384173,156.80488246354588
2.0,55.958843928358675,11005.163970533331,144.6475261883017
2.0,79.78336573761723,1125.5941733564187,153.88345211902296
2.0,53.99640522722124,21988.588847541945,146.82309482455165
2.0,64.09674843151889,3530.562441787114,164.09408499282137
2.0,54.726528826605474,9512.303619573382,164.53436737444054
2.0,68.94981163651073,4930.309293641718,153.29406884212761
2.0,175.18553439843507,57.77378726691145,242.6093101918692
2.0,46.652145758657404,17958.751344437947,159.58558814369184
2.0,41.14882930842456,84207.20411412136,142.62536313783306
2.0,44.01338872427557,27409.775346906044,169.2713907228221
2.0,47.28111707166397,4963.969918067855,183.0115164110783
2.0,57.46833342218616,1961.005941616632,168.20790299731738
2.0,52.86441217863701,4803.8436102406795,165.89174222139692
2.0,41.74939345635456,51578.37007269419,159.6771434856258
3.0,79.78336573761723,1125.5941733564187,153.88345211902296
3.0,175.18553439843507,57.77378726691145,242.6093101918692
3.0,50.125415116421664,17988.340437199975,157.94584210257
3.0,51.60864599004108,7802.364685471683,144.9186768409554
3.0,51.59056716502191,14032.225715211716,145.81755419519868
3.0,64.09674843151889,3530.562441787114,164.09408499282137
3.0,50.77374709575709,3830.9673757266655,159.91268169947446
3.0,44.01338872427557,27409.775346906044,169.2713907228221
3.0,41.14882930842456,84207.20411412136,142.62536313783306
3.0,47.28111707166397,4963.969918067855,183.0115164110783
3.0,46.652145758657404,17958.751344437947,159.58558814369184
3.0,55.21302111495329,6786.369015384173,156.80488246354588
3.0,57.46833342218616,1961.005941616632,168.20790299731738
3.0,55.958843928358675,11005.163970533331,144.6475261883017
3.0,41.74939345635456,51578.37007269419,159.6771434856258
4.0,175.18553439843507,57.77378726691145,242.6093101918692
4.0,50.125415116421664,17988.340437199975,157.94584210257
4.0,51.60864599004108,7802.364685471683,144.9186768409554
4.0,51.486655576841116,7621.984135211079,145.0076063598103
4.0,64.09674843151889,3530.562441787114,164.09408499282137
4.0,58.607712411390935,1587.2577399997112,164.6402638661984
4.0,50.77374709575709,3830.9673757266655,159.91268169947446
4.0,112.97798112276509,90.03117156836609,210.37939622896758
4.0,44.01338872427557,27409.775346906044,169.2713907228221
4.0,47.920983036400585,29950.939326728818,149.44827213325772
4.0,41.14882930842456,84207.20411412136,142.62536313783306
4.0,47.28111707166397,4963.969918067855,183.0115164110783
4.0,46.652145758657404,17958.751344437947,159.58558814369184
4.0,52.27488481415002,6548.7796730329255,154.056236287063
4.0,57.46833342218616,1961.005941616632,168.20790299731738
4.0,55.958843928358675,11005.163970533331,144.6475261883017
4.0,41.74939345635456,51578.37007269419,159.6771434856258
5.0,112.97798112276509,90.03117156836609,210.37939622896758
5.0,50.125415116421664,17988.340437199975,157.94584210257
5.0,51.60864599004108,7802.364685471683,144.9186768409554
5.0,51.486655576841116,7621.984135211079,145.0076063598103
5.0,64.09674843151889,3530.562441787114,164.09408499282137
5.0,58.607712411390935,1587.2577399997112,164.6402638661984
5.0,175.18553439843507,57.77378726691145,242.6093101918692
5.0,54.24604333530666,46813.26664208346,144.65324931847528
5.0,50.77374709575709,3830.9673757266655,159.91268169947446
5.0,44.01338872427557,27409.775346906044,169.2713907228221
5.0,58.88841447694225,5532.030775072909,156.98660079663077
5.0,56.236090043822166,6061.085664816516,153.28369365242597
5.0,47.920983036400585,29950.939326728818,149.44827213325772
5.0,41.14882930842456,84207.20411412136,142.62536313783306
5.0,47.28111707166397,4963.969918067855,183.0115164110783
5.0,46.652145758657404,17958.751344437947,159.58558814369184
5.0,52.27488481415002,6548.7796730329255,154.056236287063
5.0,57.46833342218616,1961.005941616632,168.20790299731738
5.0,55.958843928358675,11005.163970533331,144.6475261883017
6.0,51.550245787474765,7927.966052429171,144.87731410931343
6.0,50.125415116421664,17988.340437199975,157.94584210257
6.0,112.97798112276509,90.03117156836609,210.37939622896758
6.0,51.486655576841116,7621.984135211079,145.0076063598103
6.0,64.09674843151889,3530.562441787114,164.09408499282137
6.0,224.24748492715815,54.43696765454476,253.25644298407448
6.0,52.67178075286209,28071.05567603041,138.00562302329297
6.0,50.77374709575709,3830.9673757266655,159.91268169947446
6.0,58.607712411390935,1587.2577399997112,164.6402638661984
6.0,44.01338872427557,27409.775346906044,169.2713907228221
6.0,58.88841447694225,5532.030775072909,156.98660079663077
6.0,47.920983036400585,29950.939326728818,149.44827213325772
6.0,41.14882930842456,84207.20411412136,142.62536313783306
6.0,46.652145758657404,17958.751344437947,159.58558814369184
6.0,52.27488481415002,6548.7796730329255,154.056236287063
6.0,57.46833342218616,1961.005941616632,168.20790299731738
6.0,55.958843928358675,11005.163970533331,144.6475261883017
7.0,51.550245787474765,7927.966052429171,144.87731410931343
7.0,50.125415116421664,17988.340437199975,157.94584210257
7.0,66.53568533507968,418.96066105037914,206.37777783154104
7.0,52.67178075286209,28071.05567603041,138.00562302329297
