Solution,Power,Latency,Cost
0,1491.0454342279518,399.7448704833451,1069.1909108234565
1,1435.6459090542746,389.8415664830126,1090.4043683431905
2,1412.6156225320383,409.5947535865063,1106.3598483714693
3,1432.4400307857443,430.7428015896091,1102.1645095236051
4,1411.9540795374305,386.1812417311584,1112.4283827154136
5,1572.1233886691077,377.10232439731703,1076.9443798845405
6,1563.502300466832,434.7335491044579,1067.7783087466682
7,1495.56773754979,374.93799082693005,1081.3691349749195
8,1490.1962258408198,370.10350244504764,1082.9956479121402
9,1420.0326510228372,374.0725912004041,1107.0079175226613
10,1461.1762335316841,376.81882687843694,1104.9079855147916
11,1532.001191133196,381.6855650585259,1076.604275063742
12,1464.2586633132541,367.9572331641553,1090.1765489354138
13,1453.2561771365627,434.1724183018814,1087.099143712855
14,1507.2530524577592,384.9079604339435,1068.3598995883742
15,1478.8083639997978,386.0092746300471,1082.6605116798548
16,1465.1500613155395,365.73978519460235,1084.4228412690798
