Epoch,FrontSize,Time
1,13,17.273897647857666
2,12,16.63910961151123
3,16,15.472120523452759
4,20,15.010893821716309
5,19,15.663093328475952
6,19,15.44535517692566
7,24,16.3904230594635
8,27,14.833937168121338
9,28,15.31989860534668
10,28,15.3771390914917
11,31,13.532775163650513
12,30,14.349851131439209
13,29,15.822604656219482
14,28,14.358020782470703
15,28,15.446371078491211
16,27,15.386141300201416
17,30,15.433051109313965
18,31,13.333939790725708
19,30,14.92829155921936
20,30,14.351304769515991
21,32,14.561447381973267
22,31,14.759860754013062
23,30,15.21670150756836
24,29,13.265691995620728
25,29,13.392719984054565
26,31,13.145360231399536
27,31,13.598041296005249
28,32,14.205629825592041
29,35,13.997400760650635
30,31,14.772047758102417
31,30,13.798360586166382
32,29,14.709795951843262
33,30,14.789043664932251
34,29,13.209970951080322
35,27,13.886224269866943
36,28,14.412667751312256
37,28,14.296683073043823
38,28,13.520456075668335
39,29,12.629559993743896
40,27,13.857799530029297
41,27,13.780821561813354
42,29,13.361137628555298
43,29,14.079499959945679
44,26,13.671770095825195
45,31,12.594358205795288
46,28,13.70252799987793
47,29,14.262358665466309
48,29,13.937191724777222
49,29,12.377968072891235
50,29,14.12882661819458
51,29,13.387850761413574
52,28,13.871412515640259
53,28,13.372334957122803
54,28,13.782387018203735
55,29,13.823338985443115
56,34,13.521143674850464
57,37,13.042313575744629
58,38,12.499728441238403
59,33,13.413019895553589
60,32,13.222877264022827
61,30,13.187000751495361
62,29,13.012798070907593
63,30,13.793630361557007
64,30,12.668619155883789
65,31,12.98662781715393
66,34,13.291586875915527
67,30,13.506711721420288
68,30,13.747937440872192
69,26,13.484191656112671
70,23,13.597491264343262
71,21,12.0962393283844
72,22,12.374637603759766
73,26,13.466349840164185
74,22,13.775146722793579
75,21,13.603284358978271
76,22,12.604659795761108
77,22,11.48159646987915
78,24,14.00220799446106
79,24,13.043318510055542
80,22,12.949431657791138
81,23,14.046164274215698
82,22,13.24519944190979
83,26,13.02304720878601
84,26,13.025373697280884
85,27,12.00028657913208
86,25,13.082969665527344
87,25,12.923458576202393
88,21,12.960776567459106
89,21,12.823215961456299
90,22,14.06769847869873
91,25,13.236337184906006
92,24,13.696643829345703
93,25,12.454017400741577
94,26,12.162775039672852
95,27,13.15931487083435
96,25,13.06327199935913
97,27,13.232595205307007
98,29,13.509648323059082
99,31,13.003185987472534
100,29,12.796358108520508
101,34,13.123285055160522
102,31,12.160374641418457
103,31,11.77080488204956
104,31,13.575519800186157
105,31,12.957277536392212
106,32,12.530698299407959
107,32,13.476664781570435
108,32,13.214738845825195
109,33,12.323545217514038
110,35,12.217941284179688
111,35,13.370805025100708
112,34,13.424270391464233
113,33,14.008804559707642
114,34,13.108628511428833
115,34,12.878309965133667
116,34,13.374837398529053
117,34,13.0335111618042
118,35,12.296375036239624
119,34,12.84470009803772
120,33,13.046152114868164
121,32,12.319195985794067
122,31,14.095994472503662
123,30,13.121743202209473
124,29,13.466166734695435
125,29,12.858633041381836
126,28,13.148915529251099
127,23,13.689193964004517
128,23,13.526222229003906
129,21,13.21724820137024
130,20,15.176145792007446
131,20,15.400357484817505
132,25,13.422167301177979
133,26,14.5161771774292
134,27,14.081798076629639
135,28,14.395190238952637
136,29,12.986069917678833
137,27,13.087817192077637
138,26,12.932075500488281
139,27,12.528345823287964
140,30,15.270271301269531
141,29,14.695345401763916
142,28,15.285118579864502
143,26,14.782214403152466
144,26,14.427073240280151
145,26,13.884462594985962
146,28,14.963571786880493
147,27,13.913102626800537
148,25,13.851237058639526
149,22,15.089316129684448
150,23,13.352818965911865
151,23,14.827003955841064
152,24,13.958422422409058
153,25,13.87706995010376
154,24,13.042511463165283
155,25,15.592677354812622
156,26,14.510812997817993
157,26,14.332834959030151
158,25,12.791465282440186
159,24,13.257476806640625
160,23,12.411583662033081
161,22,16.423022270202637
162,22,15.48014235496521
163,23,14.274842500686646
164,24,14.388695240020752
165,24,12.951510906219482
166,25,14.450371980667114
167,26,13.405049800872803
168,29,12.98115849494934
169,26,15.086336135864258
170,30,14.667019128799438
171,31,15.018189430236816
172,30,14.282861471176147
173,28,13.614774703979492
174,26,14.483461618423462
175,27,12.777137994766235
176,25,13.015639781951904
177,24,13.316358089447021
178,23,13.659950017929077
179,25,14.244473695755005
180,24,15.47154712677002
181,25,13.382746696472168
182,23,15.803844451904297
182,23,2511.8105766773224
