Solution,Power,Latency,Cost
0,163.05076907445127,9818.504391415732,286.78430037220573
1,152.21815374061262,6597.791371354102,293.486398461302
2,141.87011368026248,7984.661714129946,303.85255534931156
3,154.85863651452775,6321.608289309467,294.5156073688441
4,178.14258050550643,6988.921866967237,286.87709230708685
5,138.93721811068872,3880.72072163107,305.98589907262374
6,161.94836902039611,2227.994769617752,309.0901888369723
7,137.84599692319304,13118.694216045136,314.8789562468958
8,173.45813493340503,5190.010526828861,292.3218099185978
9,169.37976890188983,3457.671681556114,294.3778070357504
10,138.86022844530706,8411.071485621902,290.57514454426223
11,166.80121347777538,6168.422515363081,290.89093805242584
12,144.840866735362,2741.907456678742,298.8074181880531
13,154.10028650335715,6031.909197448681,298.4559028546862
