Epoch,FrontSize,Time
1,18,14.547887325286865
2,15,12.272585153579712
3,15,13.909814357757568
4,19,11.90753698348999
5,22,12.808762073516846
6,25,11.661198139190674
7,24,12.758973121643066
8,24,14.807132720947266
9,26,12.879823207855225
10,27,13.026758909225464
11,26,12.52912950515747
12,27,12.387812852859497
13,27,12.736249923706055
14,26,12.0277738571167
15,26,12.431264877319336
16,25,12.752366304397583
17,27,12.190133333206177
18,27,12.042142868041992
19,25,11.632802724838257
20,25,12.182795524597168
21,25,11.188374519348145
22,28,13.357689380645752
23,29,10.686058759689331
24,24,11.78157377243042
25,24,11.668852090835571
26,24,11.155161619186401
27,25,11.976107597351074
28,22,11.881202697753906
29,25,11.104873895645142
30,23,11.3836510181427
31,23,11.65940523147583
32,24,11.626045942306519
33,24,11.378922939300537
34,23,11.749927520751953
35,22,11.770076036453247
36,19,13.029619216918945
37,20,13.14180874824524
38,21,11.641141653060913
39,19,12.877734422683716
40,20,12.407146215438843
41,21,12.056666851043701
42,23,13.326626300811768
43,24,12.264796257019043
44,23,12.05878758430481
45,24,12.336049795150757
46,23,11.446829080581665
47,26,11.383033037185669
48,26,11.07904601097107
49,24,11.894209861755371
50,25,12.321777105331421
51,24,12.57060980796814
52,23,12.886520862579346
53,23,11.42820405960083
54,19,11.737673282623291
55,19,13.092755317687988
56,19,11.961488246917725
57,19,11.621204137802124
58,20,12.629492044448853
59,18,11.80117917060852
60,19,13.302583694458008
61,22,12.388941049575806
62,21,10.807371377944946
63,22,11.905096054077148
64,21,11.529195547103882
65,21,11.364256858825684
66,23,12.401946783065796
67,23,11.025574445724487
68,23,11.938724994659424
69,21,12.200245141983032
70,20,11.266537189483643
71,23,10.502946615219116
72,23,12.258094787597656
73,23,12.663110256195068
74,25,11.213613748550415
75,22,11.27798080444336
76,22,12.538172245025635
77,24,11.11719560623169
78,27,11.716548442840576
79,28,11.438477516174316
80,30,11.63440728187561
81,27,11.948609590530396
82,24,11.951465129852295
83,24,12.940479278564453
84,23,11.918683767318726
85,22,11.343308210372925
86,24,11.784822463989258
87,21,11.654122114181519
88,21,10.897810459136963
89,20,12.188220739364624
90,17,12.457918405532837
91,17,12.92850661277771
92,17,12.146311044692993
93,19,12.602805614471436
94,21,13.216586351394653
95,21,13.570898294448853
96,20,13.559833765029907
97,20,11.890778064727783
98,20,12.18617844581604
99,19,11.436791896820068
100,21,13.69651460647583
101,19,11.803664207458496
102,19,11.45463252067566
103,20,11.317188501358032
104,24,11.366860389709473
105,25,12.180633068084717
106,25,11.318501949310303
107,23,11.234901905059814
108,22,12.18725037574768
109,23,11.675155878067017
110,23,10.966443538665771
111,21,11.838624715805054
112,22,10.67385458946228
113,22,11.218669891357422
114,24,11.519487619400024
115,25,12.049278020858765
116,24,12.144459247589111
117,19,11.461005926132202
118,22,12.124753952026367
119,20,12.60828185081482
120,20,12.522609949111938
121,19,10.818021059036255
122,20,11.653635740280151
123,20,12.626868724822998
124,23,13.811275005340576
125,21,13.134727954864502
126,24,13.335845232009888
127,23,12.574853658676147
128,23,13.773123025894165
129,23,13.089181900024414
130,20,11.353142976760864
131,21,12.185192108154297
132,19,11.351043939590454
133,19,11.176411151885986
134,17,11.394837856292725
135,19,12.167273998260498
136,21,11.316704750061035
137,23,12.680069208145142
138,23,12.14029312133789
139,22,12.641979217529297
140,23,11.445142984390259
141,26,12.800255298614502
142,27,12.332325458526611
143,25,12.664634466171265
144,24,12.939246654510498
145,24,11.356043815612793
146,21,12.261607885360718
147,21,12.225050449371338
148,22,12.68774938583374
149,25,12.187288999557495
150,25,12.981493711471558
151,24,10.36745834350586
152,23,11.41775918006897
153,20,11.32689881324768
154,19,9.54349398612976
155,19,11.076668739318848
156,20,11.355015754699707
157,20,11.014981031417847
158,21,11.493340492248535
159,21,11.311715841293335
160,23,10.262397050857544
161,24,11.185102462768555
162,23,12.400307893753052
163,23,12.216291904449463
164,23,11.662349462509155
165,23,11.998690128326416
166,23,9.891814947128296
167,24,11.357642650604248
167,24,2010.5992982387543
