Solution,Power,Latency,Cost
0,2998.098168031872,670.7562021854228,2034.9108350558038
1,2998.098168031872,670.7562021854228,2034.9108350558038
2,3147.5973412464864,649.756199053829,2006.2219851144582
3,3211.5860825033465,708.7372214400451,1991.672206681578
4,3008.9124926422382,679.0178753057675,2014.3825570415331
5,3203.5058305363004,724.1027737225817,1990.386718338827
6,3065.384956721945,801.1341564366162,1989.2043499213908
7,3029.3225019371907,660.6828942624829,2006.984890196319
8,3029.2659427093126,669.6227407661189,1993.4249586441827
9,3117.854913095178,747.5395985986704,1993.2629624610452
10,3151.454532928648,731.6745238185413,1987.3878555574988
11,2991.1189982082346,808.1671641515914,2007.1337772644024
