Epoch,FrontSize,ArchiveSize,Time
1,82,32,13.648252964019775
2,91,41,14.01463794708252
3,97,47,13.879609823226929
4,98,48,13.585102796554565
5,100,50,13.13375186920166
6,100,50,12.75559663772583
7,100,50,11.91707730293274
8,100,50,14.392144918441772
9,100,50,13.753899812698364
10,100,50,14.507503747940063
11,100,50,14.422828197479248
12,100,50,15.473799705505371
13,100,50,14.85173487663269
14,100,50,12.64099907875061
15,100,50,14.724833965301514
16,100,50,15.40371322631836
17,100,50,14.161378383636475
18,100,50,14.719373226165771
19,100,50,16.689960718154907
20,100,50,12.320496320724487
21,100,50,12.138686418533325
22,100,50,15.30286431312561
23,100,50,13.734941244125366
24,100,50,16.59883427619934
25,100,50,13.428059339523315
26,100,50,14.473932266235352
27,100,50,12.799829721450806
28,100,50,13.700089693069458
29,100,50,15.787947416305542
30,100,50,13.231527090072632
31,100,50,15.410093307495117
32,100,50,13.634469747543335
33,100,50,14.252777576446533
34,100,50,12.909030199050903
35,100,50,13.610971450805664
36,100,50,13.557602882385254
37,100,50,14.046480178833008
38,100,50,15.32717752456665
39,100,50,13.239752054214478
40,100,50,15.151904821395874
41,100,50,12.827842712402344
42,100,50,14.331910848617554
43,100,50,13.842242240905762
44,100,50,13.15640664100647
45,100,50,12.95523738861084
46,100,50,15.321094989776611
47,100,50,13.946107149124146
48,100,50,14.070091724395752
49,100,50,14.783471822738647
50,100,50,14.942453145980835
51,100,50,14.55152153968811
52,100,50,15.956522941589355
53,100,50,14.211749792098999
54,100,50,14.588361024856567
55,100,50,14.120426177978516
56,100,50,14.99531078338623
57,100,50,13.828811645507812
58,100,50,14.854012966156006
59,100,50,16.142218828201294
60,100,50,12.76729440689087
61,100,50,13.063016414642334
62,100,50,12.966366291046143
63,100,50,17.008086442947388
64,100,50,14.213831663131714
65,95,45,14.93949818611145
66,96,46,13.005933046340942
67,100,50,17.164198875427246
68,100,50,12.676927328109741
69,100,50,16.370397090911865
70,100,50,13.185506105422974
71,100,50,14.0049889087677
72,98,48,14.41618824005127
73,100,50,13.288836479187012
74,100,50,14.262786149978638
75,100,50,15.345580339431763
76,100,50,14.151231527328491
77,100,50,13.979409217834473
78,99,49,14.701987504959106
79,100,50,14.656344413757324
80,100,50,15.732746124267578
81,100,50,15.631408929824829
82,100,50,15.102704048156738
83,100,50,13.898709297180176
84,100,50,14.645878791809082
85,100,50,16.437309741973877
86,100,50,14.212386131286621
87,100,50,12.5450279712677
88,100,50,12.491620779037476
89,100,50,15.069007873535156
90,100,50,15.875715255737305
91,100,50,13.865553379058838
92,100,50,14.179962873458862
93,100,50,14.870914936065674
94,100,50,16.285735845565796
95,100,50,15.010841369628906
96,100,50,15.531771898269653
97,100,50,13.864968299865723
98,100,50,14.816626787185669
99,100,50,14.142918348312378
100,100,50,15.467968463897705
101,100,50,16.35771942138672
102,100,50,16.730029582977295
103,100,50,15.414788007736206
104,100,50,17.9436457157135
105,100,50,16.60730004310608
106,100,50,16.303709983825684
107,100,50,15.127561807632446
108,100,50,17.556504011154175
109,100,50,15.168200254440308
110,100,50,12.912168502807617
111,100,50,16.013182878494263
112,100,50,15.244452476501465
113,100,50,12.190399885177612
114,100,50,21.694518566131592
115,100,50,17.99110746383667
116,100,50,14.65585207939148
117,100,50,21.0395565032959
118,100,50,11.336704015731812
119,100,50,17.677595376968384
120,100,50,18.603433847427368
121,100,50,12.633063316345215
122,100,50,12.407361030578613
123,100,50,16.336884260177612
124,100,50,15.958160161972046
125,100,50,20.143736124038696
126,100,50,14.056215763092041
127,100,50,15.262530326843262
128,100,50,19.09519600868225
129,100,50,12.267975568771362
130,100,50,15.05134654045105
131,100,50,14.492546558380127
132,100,50,14.31586217880249
133,100,50,14.125593662261963
134,100,50,20.614500999450684
135,99,49,13.599762201309204
136,100,50,17.094630479812622
136,100,50,2014.6979627609253
