Solution,Power,Latency,Cost
0,270.83816541029006,24121.843654989985,467.6256578647755
1,339.9163672923477,10435.620150523064,467.8498374273611
2,371.4728933388393,4662.151830751462,488.0373099866959
3,336.49702653246015,15511.86132468574,465.8688659024542
4,319.2373864465024,23995.434387347545,462.9794839108162
5,284.7251879935414,19389.23171335553,480.1448508483274
6,321.2406636376636,16735.404077385792,456.7412403643801
7,285.6645719477471,15011.138634939596,469.53613208505135
8,342.5749478378594,24035.0390047366,454.87015315511326
9,430.16354029331234,3017.306200016114,493.500374530646
10,387.46500777452815,9919.459489642264,455.07356443793975
11,450.50363125368136,2384.704356553379,488.5946975899089
12,367.4397526854617,7290.791615145836,470.5465843918729
13,446.3588351079489,2937.6816680547145,496.9902834795334
14,343.79902049696693,9854.507491386243,466.3026573653397
15,358.1115929536549,9878.925101962486,463.9468681691423
16,346.613863003014,5748.709735347299,498.127547472703
17,349.46617143809175,10383.544815383993,458.3550326949404
18,417.7454133746389,4050.603499726851,481.4142763384261
19,380.3704502111313,8065.769604300938,468.6387487894276
20,382.2136420975037,5523.0069482534445,482.45334385974945
21,380.72741856653545,4510.583092610234,490.0997444638409
22,352.9630746121304,9418.082176672646,467.5972382650938
