Solution,Power,Latency,Cost
0,265.7069217794171,179.96906464591467,366.80222908197743
1,270.86824074664196,218.30274326941512,338.4577907841041
2,300.32649733325087,246.18481439655372,331.44645149360593
3,249.87585345810174,211.40420651703647,351.8642991411453
4,262.11310653032467,182.87776115061908,366.42119218711326
5,277.1947534237445,184.878949758312,350.43987223485664
6,262.11310653032467,182.87776115061908,366.42119218711326
7,238.66456591847594,199.12387731855574,362.0898335762541
8,262.11310653032467,182.87776115061908,366.42119218711326
9,254.30264255474478,190.21689485037425,354.5065917460618
10,266.478305932349,228.68704417852757,334.08865989415733
11,258.985402338566,201.71489422091628,343.0697789640798
12,250.40101028688116,216.99056010527903,343.7193902680848
13,220.63221556250815,234.02655028557484,359.80063860854216
14,245.41592030312552,204.14126791832408,353.2238338144482
15,262.11310653032467,182.87776115061908,366.42119218711326
16,270.15644990730567,218.04124983585035,341.52657088891226
17,228.60206843227996,215.76572087664584,350.63734723123963
18,227.89636709830023,215.55581661511923,353.25520226730777
19,276.9725263171632,184.77816691318594,351.57753578754506
20,227.89636709830023,215.55581661511923,353.25520226730777
21,300.32649733325087,246.18481439655372,331.44645149360593
22,245.5743651671927,194.61166578895137,353.8104631362527
23,245.8074376364549,191.3999177170812,353.50950271046554
24,254.30264255474478,190.21689485037425,354.5065917460618
25,223.23281686239557,327.34704948746986,355.86008179525817
26,277.7022555593323,216.07278543550495,339.6791188916353
27,223.48644026573547,244.06883523855905,347.79142882854376
28,244.05960037626411,242.9966178846269,339.8529412282912
29,261.59351929716445,189.02569193661662,351.00679461520974
30,230.01387289641346,210.22717831885203,367.13674492658185
31,245.81171070094868,192.05538661153824,352.4328266110456
32,318.33529404474604,206.04923486083644,330.51573733769044
33,261.57564424973134,185.52171090812016,352.1027746239271
34,305.96658165233544,236.20723270228768,331.05402284887737
35,228.60206843227996,215.76572087664584,350.63734723123963
36,253.99791743274506,229.9313668397465,340.9790461728807
37,277.1947534237445,184.878949758312,350.43987223485664
38,223.23281686239557,327.34704948746986,355.86008179525817
39,227.89636709830023,215.55581661511923,353.25520226730777
40,254.30264255474478,190.21689485037425,354.5065917460618
41,309.77897441983055,229.52638347778327,332.77928034251505
42,323.8737311975819,182.20864774950329,366.789953771258
43,247.83225162431344,229.88752890894165,348.2021278129055
44,251.52601020928836,239.34196578791898,340.0010245541925
45,262.11310653032467,182.87776115061908,366.42119218711326
