Solution,Power,Latency,Cost
0,2771.079579138588,137684.57291654547,1722.3371540640014
1,1309.9555658681707,2464455.6245779437,1428.8428464434592
2,4016.395761669985,44306.89121694899,1716.8535924051723
3,2464.5766656612286,149541.09193619818,1707.7106120272272
4,3366.1330392517953,268671.1665292933,1657.5433804665392
5,3170.874329114692,64188.65887303571,1913.0832038409162
6,2670.8937839302644,118556.62329873459,1773.447265427215
7,3494.9663259531735,1178.3000334379944,1840.8897033674318
8,4316.121553154143,92570.4245774545,1695.5957253273677
9,3755.8088958041585,3170.1379218231627,1831.1974845527366
10,3846.015005676747,7840.229673621325,1800.2652536679811
11,2398.8449620585106,532887.8408513187,1660.285833217215
12,1481.9263713708015,3294713.3703677477,1402.5098300074212
13,2993.996162114626,94669.58209176715,1672.0468498282248
14,2334.840009307275,504704.27365435514,1693.901969140449
15,2489.722160579739,515215.6980921829,1684.653888249262
16,4968.445487748052,37201.02177522867,1772.1324373712155
17,3378.3088666294034,193736.36344574575,1637.721771839631
18,1523.2711671369098,2115849.11987682,1585.1032001540784
19,4095.155694709785,11528.721551302046,1782.0500965786248
20,2280.3432730186682,489121.44125278,1707.8016601905827
21,3391.894505122563,1200.7694995393838,1878.3406992882142
22,5549.052526815074,43598.63457025225,1705.4211937973478
23,3131.7221171609726,343289.7540026217,1660.7772444543718
24,4817.469083849071,61474.55123210199,1637.5025751890312
