Solution,Power,Latency,Cost
0,1671.5369919309335,509.78028560149585,1276.2810188172864
1,1611.3740351613574,546.8396073632058,1297.4526606482432
2,1706.979909532622,501.03054569232086,1267.948017594275
3,1609.0231390648937,561.1865418668644,1297.361702708394
4,1671.9077617752316,496.96389186248285,1282.3015248638835
5,1643.938853664308,500.530649423559,1290.2465171270953
6,1694.2637919228048,501.51004682503304,1269.8508125739666
7,1652.2088476064796,519.6913401454974,1284.333604693252
8,1666.7590151625302,556.0726475863574,1262.6339907162724
9,1666.0761641192628,503.7630885983441,1286.4327442984475
10,1684.5890339202476,502.83722129313816,1273.7883512515336
11,1691.4790396803796,516.9670262191024,1267.7596059940706
12,1629.067046067766,505.1892186152975,1292.116387639846
13,1674.2467170142597,503.6032103165895,1281.8156931668325
14,1766.9249117036545,554.3997379417216,1255.153995375241
15,1662.9720384420743,512.2081086222233,1284.4229930327194
16,1653.7967435086232,546.023049676161,1276.742766052729
17,1645.4806383374414,534.4328001135791,1281.627120857185
18,1619.854158241767,507.18837932921474,1284.9709647964253
19,1715.8741018159863,542.7117154316109,1262.1091319748875
20,1656.7213945380265,495.69206087894565,1286.8444647850074
21,1767.204871294711,522.6579749819327,1263.5865226937537
22,1691.712528556445,512.0070853854616,1269.6369702539134
23,1666.987905644199,545.5202722714542,1276.9066712125878
24,1621.751540725468,501.3474956746216,1297.3550961867215
