Epoch,FrontSize,Time
1,40,7.690897703170776
2,50,10.278577089309692
3,50,11.593051433563232
4,50,11.263917922973633
5,50,13.496884822845459
6,50,13.34334421157837
7,50,9.205196380615234
8,50,13.283905982971191
9,50,14.482926368713379
10,50,16.208289623260498
11,50,16.389487266540527
12,50,15.821179389953613
13,50,16.392070531845093
14,50,17.91987895965576
15,50,15.06787109375
16,50,15.449397325515747
17,50,11.255196332931519
18,50,13.581057071685791
19,50,8.967944860458374
20,50,10.290078401565552
21,50,13.916161060333252
22,50,8.945824146270752
23,50,14.16935110092163
24,50,17.48840355873108
25,50,14.498417139053345
26,50,15.259448766708374
27,50,16.805771350860596
28,50,15.882198572158813
29,50,15.41275668144226
30,50,16.162832736968994
31,50,15.561391592025757
32,50,16.54616665840149
33,50,15.121526718139648
34,50,16.12981367111206
35,50,18.0644953250885
36,50,10.536993026733398
37,50,15.100874662399292
38,50,15.646380424499512
39,50,15.670347929000854
40,50,15.464287281036377
41,50,16.88262104988098
42,50,16.664517641067505
43,50,16.062896251678467
44,50,15.936667442321777
45,50,11.133299350738525
46,50,14.39522099494934
47,50,14.449950695037842
48,50,15.157365322113037
49,50,16.83639407157898
50,50,10.60325002670288
51,50,13.191215753555298
52,50,17.176166772842407
53,50,16.45459294319153
54,50,16.642516374588013
55,50,16.849666357040405
56,50,17.042782306671143
57,50,10.702385425567627
58,50,16.44565987586975
59,50,16.40028190612793
60,50,16.33746838569641
61,50,16.952422380447388
62,50,15.626685380935669
63,50,15.717320203781128
64,50,18.01491403579712
65,50,16.62013602256775
66,50,16.856961250305176
67,50,14.69156527519226
68,50,16.307737827301025
69,50,16.86838698387146
70,50,15.813896179199219
71,50,14.903136730194092
72,50,16.73192310333252
73,50,15.472665548324585
74,50,11.898983240127563
75,50,15.541311979293823
76,50,15.94077730178833
77,50,10.91771912574768
78,50,14.751922607421875
79,50,14.749220371246338
80,50,14.02845048904419
81,50,13.87238359451294
82,50,14.7760488986969
83,50,14.343775749206543
84,50,14.355248212814331
85,50,8.04910945892334
86,50,14.89811372756958
87,50,13.827441453933716
88,50,10.575243949890137
89,50,13.543676614761353
90,50,11.927799701690674
91,50,14.557030200958252
92,50,10.925236225128174
93,50,11.50743055343628
94,50,12.009627342224121
95,50,13.87294316291809
96,50,10.42413878440857
97,50,14.120582580566406
98,50,9.930573463439941
99,50,13.900092840194702
100,50,10.486745595932007
101,50,15.915730714797974
102,50,14.23680067062378
103,50,15.677399396896362
104,50,10.346077919006348
105,50,14.519441843032837
105,50,1504.362444639206
