epoch,fitness
0,795992.329678845
1,862.5548768746419
2,754.8037944308144
3,438.8486768502561
4,410.9818796230128
5,365.3079327584951
6,365.3079327584951
7,311.3163789402566
8,311.3163789402566
9,311.3163789402566
10,311.3163789402566
11,299.99790173355956
12,299.99790173355956
13,299.99790173355956
14,288.6948378713061
15,287.1937688484603
16,287.1937688484603
17,287.1937688484603
18,287.1937688484603
19,287.1937688484603
20,287.1937688484603
21,285.5645516824752
22,285.5645516824752
23,285.3433223589268
24,285.3433223589268
25,285.3433223589268
26,285.3433223589268
27,285.3433223589268
28,285.3433223589268
29,285.3433223589268
30,285.3433223589268
31,285.3433223589268
32,285.3433223589268
33,285.3433223589268
34,285.3433223589268
35,285.3433223589268
36,285.3433223589268
37,285.3433223589268
38,285.3433223589268
39,285.3433223589268
40,285.3433223589268
41,285.3433223589268
42,285.3433223589268
43,285.3433223589268
44,285.3433223589268
45,285.3433223589268
46,285.3433223589268
47,285.3433223589268
48,285.3433223589268
49,285.3433223589268
50,285.3433223589268
51,285.3433223589268
52,285.3433223589268
53,285.3433223589268
54,285.3433223589268
55,285.2921434709761
56,285.2921434709761
57,285.2921434709761
58,285.2921434709761
59,285.2921434709761
60,285.2921434709761
61,285.2921434709761
62,285.2921434709761
63,285.2921434709761
64,285.2921434709761
65,285.2921434709761
66,285.2921434709761
67,285.2921434709761
68,285.2921434709761
69,285.2921434709761
70,285.2921434709761
71,285.2921434709761
72,285.2921434709761
73,285.2921434709761
74,285.2921434709761
75,285.2921434709761
76,285.2921434709761
77,285.2921434709761
78,285.2921434709761
79,285.2921434709761
80,285.2921434709761
81,285.2921434709761
82,285.2921434709761
83,285.1422367127835
84,285.1422367127835
85,285.1422367127835
86,285.1422367127835
87,285.1422367127835
88,285.1422367127835
89,285.1422367127835
90,285.1422367127835
91,285.1422367127835
92,285.1422367127835
93,285.1422367127835
94,285.1422367127835
95,285.1422367127835
96,285.03291342658656
97,285.03291342658656
98,285.03291342658656
99,285.03291342658656
100,285.03291342658656
101,285.03291342658656
102,285.03291342658656
103,285.03291342658656
104,285.03291342658656
105,285.03291342658656
106,285.03291342658656
107,285.03291342658656
108,285.03291342658656
109,285.03291342658656
110,285.03291342658656
111,285.03291342658656
112,285.03291342658656
113,285.03291342658656
114,285.03291342658656
115,285.03291342658656
116,285.03291342658656
117,285.03291342658656
118,285.03291342658656
119,285.03291342658656
120,285.03291342658656
121,285.03291342658656
122,285.03291342658656
123,285.03291342658656
124,285.03291342658656
125,285.03291342658656
126,285.03291342658656
127,285.03291342658656
128,285.03291342658656
129,285.03291342658656
130,285.03291342658656
131,285.03291342658656
132,285.03291342658656
133,285.03291342658656
134,285.03291342658656
135,285.03291342658656
136,285.03291342658656
137,285.03291342658656
138,285.03291342658656
139,285.03291342658656
140,285.03291342658656
141,285.03291342658656
142,285.03291342658656
143,285.03291342658656
144,285.03291342658656
145,285.03291342658656
146,285.03291342658656
147,285.03291342658656
148,285.03291342658656
149,285.03291342658656
150,285.03291342658656
151,285.03291342658656
152,285.03291342658656
153,285.03291342658656
154,285.03291342658656
155,285.03291342658656
156,285.03291342658656
157,285.03291342658656
158,285.03291342658656
159,285.03291342658656
160,285.03291342658656
161,285.03291342658656
162,285.03291342658656
163,285.03291342658656
164,285.03291342658656
165,285.03291342658656
166,285.03291342658656
167,285.03291342658656
168,285.03291342658656
169,285.03291342658656
170,285.03291342658656
171,285.03291342658656
172,285.03291342658656
173,285.03291342658656
174,285.03291342658656
175,285.03291342658656
176,285.03291342658656
177,285.03291342658656
178,285.03291342658656
179,285.03291342658656
180,285.03291342658656
181,285.03291342658656
182,285.03291342658656
183,285.03291342658656
184,285.03291342658656
185,285.03291342658656
186,285.03291342658656
187,285.03291342658656
188,285.03291342658656
189,285.03291342658656
190,285.03291342658656
191,285.03291342658656
192,285.03291342658656
193,285.03291342658656
194,285.03041489364364
195,285.03041489364364
196,285.03041489364364
197,285.03041489364364
198,285.03041489364364
199,285.03041489364364
200,285.03041489364364
201,285.03041489364364
202,285.03041489364364
203,285.03041489364364
204,285.03041489364364
205,285.03041489364364
206,285.03041489364364
207,285.03041489364364
208,285.03041489364364
209,285.03041489364364
210,285.03041489364364
211,285.03041489364364
212,285.03041489364364
213,285.03041489364364
214,285.03041489364364
215,285.03041489364364
216,285.03041489364364
217,285.03041489364364
218,285.03041489364364
219,285.03041489364364
220,285.03041489364364
221,285.03041489364364
222,285.03041489364364
223,285.03041489364364
224,285.03041489364364
225,285.03041489364364
226,285.03041489364364
227,285.03041489364364
228,285.03041489364364
229,285.03041489364364
230,285.03041489364364
231,285.03041489364364
232,285.03041489364364
233,285.03041489364364
234,285.03041489364364
235,285.03041489364364
236,285.03041489364364
237,285.03041489364364
238,285.03041489364364
239,285.03041489364364
240,285.03041489364364
241,285.03041489364364
242,285.03041489364364
243,285.03041489364364
244,285.03041489364364
245,285.03041489364364
246,285.03041489364364
247,285.03041489364364
248,285.03041489364364
249,285.03041489364364
250,285.03041489364364
251,285.03041489364364
252,285.03041489364364
253,285.03041489364364
254,285.03041489364364
255,285.03041489364364
256,284.85286527437967
257,284.85286527437967
258,284.85286527437967
259,284.85286527437967
260,284.85286527437967
261,284.85286527437967
262,284.85286527437967
263,284.85286527437967
264,284.85286527437967
265,284.85286527437967
266,284.85286527437967
267,284.85286527437967
268,284.85286527437967
269,284.85286527437967
270,284.6415540405389
271,284.6415540405389
272,284.6415540405389
273,284.6415540405389
274,284.6415540405389
275,284.6415540405389
276,284.6415540405389
277,284.6415540405389
278,284.6415540405389
279,284.6415540405389
280,284.6415540405389
281,284.6415540405389
282,284.6415540405389
283,284.6415540405389
284,284.6415540405389
285,284.6415540405389
286,284.6415540405389
287,284.6415540405389
288,284.6415540405389
289,284.6415540405389
290,284.6415540405389
291,284.6415540405389
292,284.6415540405389
293,284.6415540405389
294,284.6415540405389
295,284.6415540405389
296,284.6415540405389
297,284.6415540405389
298,284.6415540405389
299,284.6415540405389
300,284.6415540405389
301,284.6415540405389
302,284.6415540405389
303,284.6415540405389
304,284.6415540405389
305,284.6415540405389
306,284.6415540405389
307,284.6415540405389
308,284.6415540405389
309,284.6415540405389
310,284.6415540405389
311,284.6415540405389
312,284.6415540405389
313,284.6415540405389
314,284.6415540405389
315,284.6415540405389
316,284.6415540405389
317,284.6415540405389
318,284.6415540405389
319,284.6415540405389
320,284.6415540405389
321,284.6415540405389
322,284.6415540405389
323,284.6415540405389
324,284.6415540405389
325,284.6415540405389
326,284.6415540405389
327,284.6415540405389
328,284.6415540405389
329,284.6415540405389
330,284.6415540405389
331,284.6415540405389
332,284.6415540405389
333,284.6415540405389
334,284.6415540405389
335,284.6415540405389
336,284.6415540405389
337,284.6415540405389
338,284.6415540405389
339,284.6415540405389
340,284.6415540405389
341,284.6415540405389
342,284.6415540405389
343,284.6415540405389
344,284.6415540405389
345,284.6415540405389
346,284.6415540405389
347,284.6415540405389
