Solution,Power,Latency,Cost
0,2989.4384763057446,1028.9258640496435,1910.3288628061516
1,2974.4020387987835,978.295703088611,1927.016022255149
2,3101.485863283039,1000.5290087575803,1881.4272460228685
3,2935.7485209070355,1008.6615692670457,1915.3999861030745
4,3166.585109251938,948.1304192997537,1923.5167499879894
5,2970.026724670289,980.5112511161138,1921.001282241753
6,3574.5427555960514,1310.7896470451888,1846.4426235730737
7,2971.7091449891664,980.3425687213908,1915.8952131178512
8,2908.868286215599,1028.8425876961696,1917.923610286706
9,3321.4891314872675,1160.070569783031,1874.3368290528124
10,2906.62499293105,1096.13633052468,1910.2114648049328
11,2937.098423108852,956.0927070279233,1933.724841250687
12,3118.775224194468,949.5670374035153,1917.0921248113166
13,3132.2171195860874,1377.1762095043919,1869.816673009461
14,3147.4330980550662,1067.656064852849,1878.7674887734847
15,3136.3197637001954,960.489575790293,1902.8478990514964
16,2955.2063857735425,980.4208706782218,1921.3658942071272
17,2907.037391167498,1015.580569837331,1929.3468764441627
18,2955.0500638147278,1052.860961484653,1907.9611406100546
19,2995.2235922572404,966.4010108874882,1895.430801588671
20,3064.1208585130576,948.3070903642329,1932.4031579567259
21,3132.190232656618,936.6630977509558,1924.232597413232
22,2889.470258899674,1031.6040667549196,1922.5727486892538
23,3559.162389221947,1291.3833744833378,1851.7197457345537
24,3559.162389221947,1291.3833744833378,1851.7197457345537
25,3053.6280955101174,958.188149935223,1911.4244271043328
26,3065.572640506743,957.8121203738092,1928.9371192517056
27,3074.4259371629564,1106.7193510683683,1882.7495576510635
28,3123.732751300555,948.4575423778508,1929.727916988308
29,3122.9996645452024,1430.0706433415685,1859.9013480427302
30,3120.4409169512273,963.0254398638165,1898.4961009094268
31,3192.858518619818,1162.7914279139945,1878.4491439624285
32,2991.6225720087305,974.8877321369648,1888.870263962009
33,2911.246397110047,1002.5347219256972,1930.9784763524922
34,2955.0250513323012,990.9582363333689,1913.5755099776427
35,2863.8086652171532,1061.3633435961015,1915.563957436623
36,3442.183268870978,1283.5138797840762,1871.7111163160114
37,3124.1848006246414,954.8638214885173,1910.6502471534097
38,2929.0815584412653,1090.001843764809,1907.752636743578
39,2947.8095525839253,1055.1643938903917,1902.990889314728
40,2935.033314148403,1016.6358556114719,1918.0128337511605
