Epoch,FrontSize,Time
1,30,14.888966083526611
2,44,13.299957513809204
3,32,11.523452758789062
4,34,11.036138534545898
5,34,10.918785095214844
6,37,11.746342658996582
7,27,12.238176107406616
8,30,11.580953598022461
9,31,11.925097227096558
10,26,11.647006511688232
11,34,10.994016170501709
12,37,11.03334641456604
13,30,11.275469303131104
14,33,11.57956337928772
15,29,11.588085651397705
16,20,11.831106424331665
17,25,12.02401089668274
18,26,11.650048017501831
19,34,11.647086381912231
20,14,11.640213012695312
21,23,11.953460216522217
22,31,11.840405225753784
23,30,11.552897214889526
24,36,11.57008409500122
25,21,11.139189958572388
26,14,12.149209022521973
27,27,12.066073894500732
28,18,11.813786745071411
29,18,11.455375671386719
30,20,12.244515895843506
31,27,11.940184831619263
32,22,11.674850225448608
33,15,11.473654985427856
34,19,10.879284620285034
35,24,11.766551494598389
36,23,11.948840618133545
37,26,12.01632285118103
38,12,12.043939352035522
39,7,12.534257650375366
40,7,11.738023281097412
41,14,12.141183376312256
42,11,11.303718090057373
43,30,11.576869249343872
44,21,11.627725839614868
45,20,11.516978025436401
46,19,11.248123168945312
47,24,11.719734907150269
48,20,10.8514244556427
49,16,11.381078243255615
50,15,11.583976984024048
51,17,11.782529592514038
52,9,11.409777879714966
53,11,11.581642627716064
54,13,10.787317037582397
55,12,10.986990451812744
56,15,11.488110542297363
57,17,11.935580730438232
58,9,11.834466934204102
59,21,12.018929719924927
60,17,11.68408751487732
61,19,11.903675556182861
62,13,11.328773498535156
63,15,12.544291734695435
64,14,12.749756574630737
65,17,12.552337169647217
66,14,11.725773096084595
67,15,12.356613874435425
68,21,12.409843921661377
69,17,11.923649072647095
70,23,11.535457611083984
71,16,11.88086462020874
72,31,11.883450508117676
73,17,12.383102178573608
74,21,11.29573678970337
75,17,12.13201379776001
76,11,12.357646703720093
77,13,11.939285516738892
78,13,12.146639347076416
79,15,11.917917966842651
80,11,11.577296257019043
81,17,11.911247968673706
82,13,11.397404670715332
83,13,11.904712915420532
84,7,12.428794384002686
85,12,11.12047815322876
86,14,11.892860174179077
87,13,11.522766828536987
88,25,11.651305437088013
89,22,11.727338075637817
90,17,12.481643915176392
91,16,11.910411834716797
92,17,11.404016733169556
93,13,12.868417024612427
94,14,12.566111087799072
95,14,12.196000099182129
96,16,11.119611978530884
97,8,12.202463388442993
98,10,13.166392087936401
99,13,11.665777921676636
100,25,11.852086067199707
101,17,11.7971031665802
102,20,12.149944067001343
103,24,12.249489307403564
104,23,12.076452016830444
105,23,12.359238862991333
106,13,12.083709478378296
107,17,12.223741292953491
108,20,12.304493188858032
109,12,12.979800462722778
110,14,12.386783599853516
111,12,12.440739631652832
112,17,13.214106559753418
113,18,12.568248748779297
114,14,12.08302640914917
115,17,12.228402614593506
116,20,11.863899946212769
117,28,12.49674105644226
118,24,12.260164976119995
119,19,12.293707370758057
120,22,11.651759624481201
121,32,12.482511281967163
122,24,12.19163727760315
123,25,12.419646501541138
124,16,12.261104106903076
125,19,12.277626037597656
126,18,12.542519330978394
127,9,11.924768447875977
128,18,12.098894357681274
129,20,12.120348691940308
130,17,11.987231731414795
131,12,11.937888145446777
132,20,11.683803081512451
133,9,11.977904796600342
134,11,12.631596565246582
135,18,12.513966083526611
136,23,12.224907159805298
137,23,11.775034666061401
138,21,12.133082628250122
139,16,12.180081844329834
140,15,12.331223726272583
141,17,11.383417129516602
142,19,11.719187259674072
143,21,11.905399560928345
144,18,12.25977087020874
145,15,11.403165578842163
146,20,11.969107866287231
147,24,11.842156171798706
148,21,12.390519618988037
149,13,12.010986089706421
150,20,11.417638540267944
151,30,12.275933027267456
152,21,12.532259464263916
153,19,11.953596353530884
154,16,12.225125312805176
155,18,11.630282402038574
156,16,11.826959371566772
157,18,11.771545171737671
158,15,12.14529299736023
159,14,12.256624937057495
160,16,11.84827184677124
161,30,12.387301683425903
162,20,12.443549633026123
163,13,12.19564414024353
164,15,12.156070947647095
165,15,12.540795087814331
166,15,12.19540286064148
167,19,12.179153203964233
167,19,2000.8955063819885
