Solution,Power,Latency,Cost
0,140.51377780354989,62522.305544075076,310.25669418888174
1,362.98274458001214,178.39977017932407,433.8881137668705
2,532.0581120911236,119.03707190792134,468.5331719856227
3,295.5035161516906,2103.811500884674,377.84124027128337
4,286.08744949303593,274.01584894986314,416.8992323665716
5,439.0742800947923,179.36854237077972,425.4592879580472
6,164.18052897264675,24518.31917518449,324.4931197665071
7,601.245507692745,112.22872420908863,479.4348576538427
8,567.6413297125406,113.84998561096684,480.93589313362
9,588.6888716655224,115.97003249115245,478.5442678285064
10,340.0010052703445,241.92793999870852,443.8513997392143
11,543.1269399696653,118.03771382500071,480.6218668213213
12,527.3934928049716,133.1317138822198,470.05550637955724
13,325.629851826874,289.8705487071337,416.3929005770806
14,182.94912920252574,16511.864896357645,337.5077740688006
15,361.8763365283082,193.6675888277384,420.299770185879
16,480.70947416782457,149.89317275144097,470.6696395871804
17,597.9172859382927,115.94195757365712,475.75483333677425
18,527.0005865673925,137.14279529143352,462.287076717579
19,558.7584865536144,115.50239959299334,479.8613656468212
20,594.0796187092504,113.36937177519188,480.2234965513777
21,281.19192163326727,12714.287748145967,383.25094395242144
22,532.4020024070127,139.7962353957686,448.8579344943488
23,669.9780026103238,110.96898542961787,483.4930006894105
